"2024-11-21 at 09:25"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2024-11-21 09:28:17 843.06 8.98 5.55 43.15 101.32 0.1331 0.0638
2024-11-21 09:28:18 843.29 8.98 5.54 43.19 101.34 0.1331 0.0638
2024-11-21 09:28:19 843.04 8.98 5.55 43.25 101.32 0.1330 0.0638
2024-11-21 09:28:20 843.47 8.97 5.54 43.27 101.32 0.1331 0.0637
2024-11-21 09:28:21 844.18 8.97 5.53 43.31 101.32 0.1332 0.0637
2024-11-21 09:28:22 843.67 8.97 5.54 43.37 101.32 0.1331 0.0637
2024-11-21 09:28:23 843.19 8.96 5.53 43.43 101.36 0.1331 0.0637
2024-11-21 09:28:24 844.31 8.97 5.53 43.47 101.34 0.1331 0.0637
2024-11-21 09:28:25 844.24 8.96 5.53 43.53 101.36 0.1331 0.0637
2024-11-21 09:28:26 844.28 8.98 5.55 43.57 101.32 0.1331 0.0637
2024-11-21 09:28:27 844.48 8.96 5.51 43.61 101.32 0.1331 0.0636
2024-11-21 09:28:28 845.43 8.96 5.51 43.65 101.34 0.1332 0.0636
2024-11-21 09:28:29 846.85 8.96 5.51 43.69 101.32 0.1333 0.0636
2024-11-21 09:28:30 846.48 8.95 5.51 43.75 101.36 0.1333 0.0636
2024-11-21 09:28:31 847.33 8.96 5.52 43.80 101.34 0.1334 0.0636
2024-11-21 09:28:32 849.03 8.96 5.52 43.86 101.32 0.1335 0.0636
2024-11-21 09:28:33 847.40 8.95 5.51 43.90 101.34 0.1334 0.0635
2024-11-21 09:28:34 847.75 8.96 5.51 43.94 101.32 0.1334 0.0635
2024-11-21 09:28:35 847.70 8.95 5.50 43.98 101.34 0.1334 0.0635
2024-11-21 09:28:36 848.29 8.95 5.50 44.00 101.34 0.1334 0.0635
2024-11-21 09:28:37 849.30 8.95 5.50 44.06 101.34 0.1335 0.0635
2024-11-21 09:28:38 847.70 8.95 5.50 44.12 101.34 0.1333 0.0635
2024-11-21 09:28:39 848.75 8.94 5.49 44.17 101.34 0.1334 0.0634
2024-11-21 09:28:40 849.33 8.95 5.50 44.23 101.34 0.1335 0.0635
2024-11-21 09:28:41 847.60 8.93 5.48 44.27 101.35 0.1333 0.0634
2024-11-21 09:28:42 848.46 8.94 5.49 44.29 101.34 0.1334 0.0634
2024-11-21 09:28:43 846.67 8.92 5.46 44.33 101.36 0.1332 0.0633
2024-11-21 09:28:44 847.41 8.94 5.49 44.39 101.36 0.1332 0.0634
2024-11-21 09:28:45 846.06 8.93 5.46 44.46 101.34 0.1330 0.0633
2024-11-21 09:28:46 846.70 8.93 5.47 44.50 101.34 0.1331 0.0633
2024-11-21 09:28:47 844.34 8.94 5.48 44.56 101.33 0.1328 0.0634
2024-11-21 09:28:48 841.56 8.93 5.46 44.58 101.32 0.1325 0.0633
2024-11-21 09:28:49 839.88 8.93 5.46 44.62 101.32 0.1323 0.0633
2024-11-21 09:28:50 838.34 8.92 5.45 44.67 101.36 0.1321 0.0633
2024-11-21 09:28:51 837.23 8.94 5.49 44.71 101.36 0.1320 0.0634
2024-11-21 09:28:52 835.88 8.92 5.45 44.77 101.35 0.1318 0.0632
2024-11-21 09:28:53 835.90 8.92 5.45 44.84 101.34 0.1318 0.0632
2024-11-21 09:28:54 836.56 8.93 5.47 44.88 101.35 0.1319 0.0633
2024-11-21 09:28:56 835.28 8.92 5.46 44.90 101.35 0.1317 0.0632
2024-11-21 09:28:57 835.46 8.90 5.43 44.94 101.34 0.1317 0.0631
2024-11-21 09:28:58 835.54 8.90 5.43 45.01 101.37 0.1317 0.0631
2024-11-21 09:28:59 834.45 8.91 5.43 45.05 101.34 0.1316 0.0631
2024-11-21 09:29:00 833.39 8.91 5.44 45.09 101.35 0.1314 0.0631
2024-11-21 09:29:01 831.49 8.89 5.41 45.13 101.37 0.1313 0.0631
2024-11-21 09:29:02 829.92 8.91 5.44 45.20 101.35 0.1310 0.0631
2024-11-21 09:29:03 826.28 8.91 5.43 45.22 101.35 0.1306 0.0631
2024-11-21 09:29:04 825.57 8.91 5.45 45.28 101.35 0.1305 0.0631
2024-11-21 09:29:05 824.01 8.89 5.41 45.31 101.35 0.1303 0.0630
2024-11-21 09:29:06 822.38 8.90 5.42 45.35 101.37 0.1302 0.0631
2024-11-21 09:29:07 819.39 8.89 5.40 45.39 101.35 0.1298 0.0630
2024-11-21 09:29:08 816.07 8.89 5.41 45.46 101.37 0.1294 0.0630
2024-11-21 09:29:09 815.64 8.90 5.43 45.48 101.37 0.1294 0.0631
2024-11-21 09:29:10 815.19 8.90 5.42 45.54 101.35 0.1293 0.0630
2024-11-21 09:29:11 813.46 8.89 5.42 45.59 101.37 0.1291 0.0630
2024-11-21 09:29:12 814.36 8.89 5.40 45.61 101.33 0.1291 0.0629
2024-11-21 09:29:13 814.29 8.89 5.40 45.65 101.35 0.1291 0.0630
2024-11-21 09:29:14 816.12 8.90 5.42 45.69 101.35 0.1293 0.0630
2024-11-21 09:29:15 815.20 8.88 5.39 45.74 101.37 0.1292 0.0629
2024-11-21 09:29:16 815.49 8.90 5.43 45.78 101.37 0.1292 0.0630
2024-11-21 09:29:17 815.16 8.88 5.39 45.87 101.37 0.1292 0.0629
2024-11-21 09:29:18 814.55 8.88 5.38 45.89 101.35 0.1291 0.0629
2024-11-21 09:29:19 813.62 8.89 5.41 45.93 101.33 0.1289 0.0629
2024-11-21 09:29:20 813.35 8.87 5.38 45.96 101.35 0.1289 0.0628
2024-11-21 09:29:21 812.99 8.88 5.38 46.00 101.35 0.1289 0.0628
2024-11-21 09:29:22 811.35 8.89 5.40 46.05 101.35 0.1287 0.0629
2024-11-21 09:29:23 811.62 8.86 5.35 46.09 101.37 0.1287 0.0627
2024-11-21 09:29:24 809.28 8.87 5.38 46.18 101.37 0.1284 0.0628
2024-11-21 09:29:25 809.67 8.88 5.39 46.20 101.37 0.1285 0.0628
2024-11-21 09:29:26 807.90 8.85 5.34 46.24 101.37 0.1282 0.0627
2024-11-21 09:29:27 807.85 8.86 5.35 46.27 101.35 0.1282 0.0627
2024-11-21 09:29:28 807.66 8.87 5.37 46.31 101.35 0.1282 0.0627
2024-11-21 09:29:29 806.41 8.86 5.37 46.36 101.35 0.1280 0.0627
2024-11-21 09:29:30 807.40 8.86 5.36 46.42 101.37 0.1281 0.0627
2024-11-21 09:29:31 807.56 8.87 5.37 46.49 101.37 0.1281 0.0627
2024-11-21 09:29:32 809.16 8.87 5.38 46.51 101.37 0.1283 0.0627
2024-11-21 09:29:33 808.59 8.86 5.35 46.56 101.34 0.1282 0.0627
2024-11-21 09:29:34 809.80 8.86 5.36 46.58 101.35 0.1283 0.0627
2024-11-21 09:29:35 811.95 8.86 5.36 46.62 101.35 0.1286 0.0627
2024-11-21 09:29:36 812.71 8.86 5.37 46.67 101.37 0.1287 0.0627
2024-11-21 09:29:37 814.52 8.83 5.31 46.74 101.35 0.1288 0.0625
2024-11-21 09:29:38 816.00 8.84 5.33 46.76 101.37 0.1290 0.0626
2024-11-21 09:29:39 815.48 8.84 5.33 46.85 101.34 0.1289 0.0626
2024-11-21 09:29:40 813.23 8.86 5.36 46.87 101.37 0.1287 0.0627
2024-11-21 09:29:41 810.48 8.84 5.33 46.90 101.34 0.1283 0.0625
2024-11-21 09:29:42 809.35 8.84 5.32 46.94 101.37 0.1282 0.0625
2024-11-21 09:29:43 810.22 8.85 5.34 46.94 101.34 0.1283 0.0626
2024-11-21 09:29:44 806.72 8.84 5.33 47.01 101.37 0.1279 0.0625
2024-11-21 09:29:45 806.93 8.83 5.32 47.05 101.39 0.1279 0.0625
2024-11-21 09:29:46 806.62 8.82 5.29 47.12 101.37 0.1278 0.0624
2024-11-21 09:29:47 806.15 8.85 5.34 47.15 101.34 0.1278 0.0625
2024-11-21 09:29:48 804.73 8.82 5.30 47.19 101.37 0.1276 0.0624
2024-11-21 09:29:49 804.74 8.83 5.31 47.21 101.37 0.1276 0.0624
2024-11-21 09:29:50 804.10 8.84 5.32 47.26 101.37 0.1275 0.0625
2024-11-21 09:29:51 802.97 8.83 5.31 47.33 101.37 0.1274 0.0624
2024-11-21 09:29:52 803.00 8.82 5.30 47.38 101.37 0.1274 0.0624
2024-11-21 09:29:53 802.24 8.81 5.29 47.40 101.37 0.1273 0.0623
2024-11-21 09:29:54 801.63 8.81 5.28 47.47 101.37 0.1272 0.0623
2024-11-21 09:29:55 800.78 8.83 5.32 47.51 101.40 0.1271 0.0624
2024-11-21 09:29:56 800.14 8.82 5.29 47.54 101.37 0.1270 0.0623
2024-11-21 09:29:57 801.94 8.81 5.27 47.56 101.37 0.1272 0.0623
2024-11-21 09:29:58 800.79 8.81 5.28 47.61 101.39 0.1271 0.0623
2024-11-21 09:29:59 799.72 8.82 5.30 47.65 101.37 0.1269 0.0623
2024-11-21 09:30:00 797.36 8.82 5.30 47.72 101.37 0.1266 0.0623
2024-11-21 09:30:01 795.91 8.81 5.28 47.77 101.38 0.1265 0.0623
2024-11-21 09:30:02 796.80 8.82 5.29 47.79 101.38 0.1265 0.0623
2024-11-21 09:30:03 797.82 8.82 5.30 47.84 101.34 0.1266 0.0623
2024-11-21 09:30:04 800.32 8.81 5.27 47.89 101.38 0.1269 0.0622
2024-11-21 09:30:05 802.91 8.82 5.29 47.93 101.37 0.1272 0.0623
2024-11-21 09:30:06 804.18 8.80 5.27 47.98 101.39 0.1273 0.0622
2024-11-21 09:30:07 807.48 8.81 5.28 48.03 101.38 0.1277 0.0622
2024-11-21 09:30:08 808.34 8.80 5.27 48.08 101.40 0.1278 0.0622
2024-11-21 09:30:10 808.63 8.79 5.24 48.12 101.38 0.1278 0.0621
2024-11-21 09:30:11 809.68 8.81 5.27 48.15 101.38 0.1279 0.0622
2024-11-21 09:30:12 809.92 8.80 5.27 48.17 101.38 0.1279 0.0622
2024-11-21 09:30:13 812.14 8.81 5.27 48.22 101.38 0.1282 0.0622
2024-11-21 09:30:14 814.02 8.80 5.26 48.27 101.38 0.1284 0.0621
2024-11-21 09:30:15 816.73 8.79 5.25 48.31 101.38 0.1287 0.0621
2024-11-21 09:30:16 819.14 8.81 5.29 48.36 101.40 0.1290 0.0622
2024-11-21 09:30:17 822.56 8.78 5.23 48.41 101.40 0.1293 0.0620
2024-11-21 09:30:18 826.97 8.79 5.25 48.46 101.38 0.1298 0.0621
2024-11-21 09:30:19 831.15 8.80 5.26 48.46 101.38 0.1302 0.0621
2024-11-21 09:30:20 834.71 8.80 5.26 48.53 101.37 0.1306 0.0621
2024-11-21 09:30:21 836.11 8.80 5.27 48.55 101.40 0.1308 0.0621
2024-11-21 09:30:22 838.67 8.79 5.25 48.60 101.38 0.1310 0.0620
2024-11-21 09:30:23 840.02 8.79 5.25 48.65 101.40 0.1312 0.0620
2024-11-21 09:30:24 841.42 8.80 5.26 48.70 101.40 0.1314 0.0621
2024-11-21 09:30:25 843.75 8.78 5.23 48.74 101.38 0.1316 0.0620
2024-11-21 09:30:26 845.41 8.81 5.27 48.79 101.36 0.1317 0.0621
2024-11-21 09:30:27 848.98 8.80 5.26 48.84 101.38 0.1321 0.0620
2024-11-21 09:30:28 849.16 8.79 5.25 48.87 101.38 0.1321 0.0620
2024-11-21 09:30:29 850.65 8.79 5.25 48.92 101.38 0.1323 0.0620
2024-11-21 09:30:30 849.89 8.79 5.26 48.94 101.40 0.1322 0.0620
2024-11-21 09:30:31 849.33 8.79 5.26 48.99 101.38 0.1321 0.0620
2024-11-21 09:30:32 847.53 8.79 5.24 49.04 101.38 0.1319 0.0620
2024-11-21 09:30:33 845.96 8.79 5.25 49.09 101.38 0.1317 0.0620
2024-11-21 09:30:34 843.54 8.79 5.25 49.11 101.38 0.1314 0.0620
2024-11-21 09:30:35 843.59 8.79 5.24 49.16 101.38 0.1314 0.0620
2024-11-21 09:30:36 840.65 8.78 5.23 49.18 101.38 0.1311 0.0619
2024-11-21 09:30:37 839.28 8.79 5.25 49.23 101.40 0.1310 0.0620
2024-11-21 09:30:38 838.92 8.78 5.23 49.31 101.39 0.1309 0.0619
