"2022-06-08 at 15:21"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2022-06-08 15:21:57 536.90 11.55 9.07 41.15 100.20 0.0908 0.0761
2022-06-08 15:21:58 537.76 11.48 8.97 41.20 100.20 0.0909 0.0756
2022-06-08 15:21:59 539.55 11.43 8.91 41.26 100.21 0.0912 0.0754
2022-06-08 15:22:00 540.79 11.40 8.87 41.33 100.21 0.0913 0.0753
2022-06-08 15:22:01 543.92 11.38 8.85 41.41 100.24 0.0918 0.0751
2022-06-08 15:22:02 546.76 11.34 8.80 41.44 100.21 0.0921 0.0750
2022-06-08 15:22:03 550.41 11.32 8.76 41.49 100.19 0.0925 0.0748
2022-06-08 15:22:04 553.67 11.29 8.73 41.54 100.21 0.0930 0.0747
2022-06-08 15:22:05 557.25 11.27 8.70 41.59 100.21 0.0934 0.0746
2022-06-08 15:22:06 559.29 11.26 8.69 41.66 100.23 0.0936 0.0746
2022-06-08 15:22:07 562.39 11.22 8.64 41.71 100.21 0.0941 0.0743
2022-06-08 15:22:08 564.33 11.22 8.64 41.78 100.23 0.0943 0.0743
2022-06-08 15:22:09 567.07 11.17 8.57 41.85 100.23 0.0945 0.0742
2022-06-08 15:22:10 567.77 11.17 8.56 41.89 100.20 0.0947 0.0740
2022-06-08 15:22:11 570.09 11.13 8.52 41.93 100.21 0.0949 0.0739
2022-06-08 15:22:12 571.62 11.12 8.50 41.99 100.21 0.0951 0.0739
2022-06-08 15:22:13 571.47 11.12 8.51 42.04 100.23 0.0950 0.0738
2022-06-08 15:22:14 574.00 11.09 8.46 42.10 100.21 0.0954 0.0736
2022-06-08 15:22:15 574.73 11.07 8.44 42.18 100.21 0.0954 0.0736
2022-06-08 15:22:16 575.37 11.07 8.43 42.23 100.23 0.0956 0.0735
2022-06-08 15:22:17 576.98 11.03 8.38 42.27 100.23 0.0957 0.0733
2022-06-08 15:22:18 576.30 11.02 8.37 42.33 100.21 0.0955 0.0735
2022-06-08 15:22:19 576.28 11.01 8.37 42.36 100.23 0.0956 0.0731
2022-06-08 15:22:20 577.72 10.97 8.31 42.43 100.23 0.0957 0.0731
2022-06-08 15:22:21 577.56 10.95 8.28 42.50 100.23 0.0957 0.0733
2022-06-08 15:22:22 576.53 10.99 8.33 42.55 100.23 0.0955 0.0730
2022-06-08 15:22:23 576.55 10.92 8.24 42.62 100.24 0.0956 0.0727
2022-06-08 15:22:24 576.15 10.93 8.26 42.67 100.23 0.0953 0.0732
2022-06-08 15:22:25 575.60 11.01 8.36 42.71 100.22 0.0955 0.0730
2022-06-08 15:22:26 575.13 10.86 8.16 42.75 100.25 0.0954 0.0724
2022-06-08 15:22:27 574.13 10.86 8.16 42.80 100.24 0.0950 0.0727
2022-06-08 15:22:28 572.31 10.89 8.20 42.86 100.24 0.0951 0.0725
2022-06-08 15:22:29 572.31 10.89 8.20 42.86 100.24 0.0951 0.0725
2022-06-08 15:22:30 570.05 10.89 8.20 42.93 100.25 0.0945 0.0726
2022-06-08 15:22:31 568.33 10.87 8.18 42.99 100.23 0.0943 0.0727
2022-06-08 15:22:32 566.16 10.86 8.16 43.05 100.24 0.0941 0.0723
2022-06-08 15:22:33 564.43 10.77 8.04 43.09 100.23 0.0939 0.0718
2022-06-08 15:22:34 561.43 10.77 8.03 43.15 100.23 0.0933 0.0722
2022-06-08 15:22:35 558.15 10.78 8.04 43.20 100.23 0.0930 0.0719
2022-06-08 15:22:36 555.67 10.76 8.03 43.24 100.24 0.0926 0.0720
2022-06-08 15:22:37 551.60 10.63 7.85 43.30 100.24 0.0921 0.0714
2022-06-08 15:22:38 549.89 10.75 8.01 43.36 100.24 0.0919 0.0718
2022-06-08 15:22:39 547.85 10.72 7.97 43.42 100.24 0.0916 0.0718
2022-06-08 15:22:40 545.76 10.71 7.96 43.49 100.24 0.0915 0.0717
2022-06-08 15:22:41 543.40 10.67 7.90 43.53 100.23 0.0910 0.0714
2022-06-08 15:22:42 543.40 10.64 7.86 43.58 100.23 0.0911 0.0714
2022-06-08 15:22:43 544.44 10.64 7.86 43.62 100.23 0.0913 0.0714
2022-06-08 15:22:44 544.07 10.68 7.91 43.69 100.24 0.0912 0.0715
2022-06-08 15:22:45 544.01 10.67 7.90 43.75 100.25 0.0911 0.0714
2022-06-08 15:22:46 547.43 10.60 7.80 43.82 100.24 0.0917 0.0712
2022-06-08 15:22:47 548.22 10.60 7.80 43.86 100.24 0.0917 0.0709
2022-06-08 15:22:48 549.53 10.57 7.76 43.90 100.22 0.0918 0.0710
2022-06-08 15:22:49 548.81 10.58 7.78 43.95 100.24 0.0917 0.0710
2022-06-08 15:22:50 549.00 10.57 7.76 44.00 100.25 0.0918 0.0708
2022-06-08 15:22:51 549.71 10.57 7.76 44.05 100.25 0.0918 0.0709
2022-06-08 15:22:52 548.83 10.55 7.74 44.11 100.27 0.0916 0.0708
2022-06-08 15:22:53 547.56 10.53 7.71 44.19 100.25 0.0915 0.0706
2022-06-08 15:22:54 546.53 10.52 7.70 44.23 100.25 0.0913 0.0707
2022-06-08 15:22:55 546.60 10.49 7.65 44.27 100.23 0.0914 0.0704
2022-06-08 15:22:56 542.52 10.51 7.68 44.33 100.25 0.0907 0.0706
2022-06-08 15:22:57 540.83 10.50 7.66 44.38 100.26 0.0907 0.0705
2022-06-08 15:22:58 541.06 10.49 7.65 44.43 100.24 0.0905 0.0705
2022-06-08 15:22:59 537.04 10.52 7.69 44.49 100.24 0.0900 0.0705
2022-06-08 15:23:00 533.53 10.49 7.65 44.56 100.26 0.0895 0.0705
2022-06-08 15:23:01 532.39 10.48 7.64 44.61 100.25 0.0895 0.0703
2022-06-08 15:23:02 534.08 10.46 7.62 44.65 100.25 0.0897 0.0704
2022-06-08 15:23:03 531.08 10.46 7.60 44.69 100.24 0.0891 0.0703
2022-06-08 15:23:04 529.47 10.45 7.60 44.75 100.24 0.0890 0.0703
2022-06-08 15:23:05 524.17 10.45 7.59 44.80 100.24 0.0883 0.0700
2022-06-08 15:23:06 525.03 10.42 7.55 44.85 100.25 0.0885 0.0700
2022-06-08 15:23:07 522.08 10.39 7.51 44.94 100.25 0.0879 0.0699
2022-06-08 15:23:08 521.04 10.38 7.50 44.98 100.26 0.0878 0.0698
2022-06-08 15:23:09 520.69 10.39 7.51 45.02 100.26 0.0879 0.0701
2022-06-08 15:23:10 521.84 10.40 7.52 45.07 100.23 0.0881 0.0698
2022-06-08 15:23:11 524.72 10.34 7.44 45.11 100.24 0.0883 0.0696
2022-06-08 15:23:12 525.62 10.36 7.47 45.17 100.25 0.0885 0.0698
2022-06-08 15:23:13 526.64 10.35 7.46 45.22 100.25 0.0887 0.0695
2022-06-08 15:23:14 531.53 10.32 7.41 45.30 100.24 0.0892 0.0696
2022-06-08 15:23:15 532.60 10.34 7.44 45.34 100.27 0.0895 0.0696
2022-06-08 15:23:16 536.02 10.32 7.41 45.40 100.27 0.0898 0.0695
2022-06-08 15:23:17 537.12 10.32 7.41 45.44 100.25 0.0900 0.0694
2022-06-08 15:23:18 538.72 10.29 7.38 45.48 100.25 0.0901 0.0694
2022-06-08 15:23:19 539.13 10.35 7.46 45.54 100.28 0.0902 0.0696
2022-06-08 15:23:20 540.97 10.28 7.37 45.59 100.28 0.0905 0.0692
2022-06-08 15:23:21 542.72 10.28 7.35 45.65 100.27 0.0906 0.0692
2022-06-08 15:23:22 542.10 10.26 7.32 45.72 100.27 0.0905 0.0692
2022-06-08 15:23:23 541.74 10.28 7.36 45.77 100.27 0.0904 0.0693
2022-06-08 15:23:24 542.75 10.26 7.33 45.81 100.26 0.0906 0.0691
2022-06-08 15:23:25 542.75 10.26 7.33 45.81 100.26 0.0906 0.0691
2022-06-08 15:23:26 541.82 10.24 7.31 45.86 100.27 0.0903 0.0691
2022-06-08 15:23:27 541.85 10.27 7.34 45.90 100.28 0.0904 0.0692
2022-06-08 15:23:28 541.33 10.25 7.32 45.95 100.28 0.0903 0.0690
2022-06-08 15:23:29 542.03 10.26 7.33 46.01 100.27 0.0903 0.0691
2022-06-08 15:23:30 541.24 10.22 7.27 46.08 100.26 0.0903 0.0689
2022-06-08 15:23:31 540.52 10.22 7.28 46.13 100.27 0.0902 0.0689
2022-06-08 15:23:32 539.84 10.21 7.25 46.16 100.26 0.0901 0.0689
2022-06-08 15:23:33 539.85 10.21 7.27 46.21 100.27 0.0901 0.0690
2022-06-08 15:23:34 537.32 10.24 7.30 46.26 100.28 0.0897 0.0689
2022-06-08 15:23:35 535.30 10.21 7.26 46.31 100.28 0.0893 0.0688
2022-06-08 15:23:36 532.47 10.23 7.28 46.36 100.28 0.0891 0.0690
2022-06-08 15:23:37 531.49 10.26 7.34 46.43 100.27 0.0888 0.0689
2022-06-08 15:23:38 527.20 10.21 7.26 46.50 100.27 0.0883 0.0689
2022-06-08 15:23:39 523.90 10.21 7.25 46.53 100.26 0.0878 0.0687
2022-06-08 15:23:40 521.78 10.18 7.22 46.57 100.27 0.0876 0.0686
2022-06-08 15:23:41 517.85 10.23 7.28 46.62 100.26 0.0870 0.0690
2022-06-08 15:23:42 516.71 10.21 7.25 46.68 100.27 0.0869 0.0687
2022-06-08 15:23:43 515.46 10.17 7.20 46.72 100.27 0.0868 0.0685
2022-06-08 15:23:44 515.39 10.15 7.18 46.78 100.28 0.0868 0.0686
2022-06-08 15:23:45 515.52 10.17 7.21 46.84 100.28 0.0868 0.0686
2022-06-08 15:23:46 516.52 10.17 7.20 46.89 100.28 0.0870 0.0684
2022-06-08 15:23:47 518.12 10.13 7.14 46.92 100.28 0.0872 0.0683
2022-06-08 15:23:48 519.12 10.17 7.19 46.97 100.26 0.0873 0.0685
2022-06-08 15:23:49 520.78 10.14 7.16 47.02 100.27 0.0875 0.0685
2022-06-08 15:23:50 522.96 10.15 7.17 47.07 100.27 0.0878 0.0683
2022-06-08 15:23:51 523.93 10.13 7.14 47.15 100.29 0.0878 0.0683
2022-06-08 15:23:52 524.95 10.15 7.18 47.21 100.28 0.0880 0.0684
2022-06-08 15:23:53 525.40 10.13 7.14 47.24 100.28 0.0880 0.0682
2022-06-08 15:23:54 526.24 10.11 7.11 47.29 100.26 0.0880 0.0682
2022-06-08 15:23:55 527.47 10.08 7.07 47.34 100.28 0.0883 0.0682
2022-06-08 15:23:56 527.20 10.10 7.11 47.37 100.29 0.0883 0.0681
2022-06-08 15:23:57 527.55 10.06 7.05 47.43 100.29 0.0882 0.0680
2022-06-08 15:23:58 527.15 10.10 7.11 47.50 100.29 0.0881 0.0681
2022-06-08 15:23:59 527.47 10.10 7.10 47.56 100.29 0.0882 0.0682
2022-06-08 15:24:00 526.26 10.08 7.08 47.61 100.28 0.0881 0.0679
2022-06-08 15:24:01 527.09 10.05 7.02 47.64 100.26 0.0881 0.0678
2022-06-08 15:24:02 528.00 10.12 7.12 47.68 100.28 0.0883 0.0682
2022-06-08 15:24:03 525.24 10.10 7.10 47.74 100.29 0.0879 0.0681
2022-06-08 15:24:04 526.72 10.07 7.07 47.79 100.29 0.0881 0.0679
2022-06-08 15:24:05 525.27 10.04 7.02 47.84 100.29 0.0878 0.0677
2022-06-08 15:24:06 524.68 10.06 7.04 47.88 100.29 0.0878 0.0680
2022-06-08 15:24:07 524.21 10.07 7.06 47.96 100.28 0.0876 0.0678
2022-06-08 15:24:08 523.90 10.05 7.03 48.00 100.30 0.0877 0.0678
2022-06-08 15:24:09 523.27 10.06 7.05 48.05 100.29 0.0876 0.0678
2022-06-08 15:24:10 522.04 10.02 6.99 48.07 100.27 0.0874 0.0676
2022-06-08 15:24:11 520.78 10.07 7.06 48.14 100.27 0.0872 0.0680
2022-06-08 15:24:12 520.78 10.07 7.06 48.14 100.27 0.0872 0.0680
2022-06-08 15:24:13 519.65 10.03 7.00 48.19 100.27 0.0870 0.0676
2022-06-08 15:24:14 518.32 10.06 7.04 48.25 100.27 0.0869 0.0678
2022-06-08 15:24:15 517.61 10.01 6.98 48.32 100.31 0.0866 0.0675
2022-06-08 15:24:16 514.66 10.00 6.96 48.36 100.29 0.0863 0.0675
2022-06-08 15:24:17 513.85 10.06 7.05 48.39 100.27 0.0863 0.0677
2022-06-08 15:24:18 511.91 10.04 7.01 48.43 100.27 0.0860 0.0679
2022-06-08 15:24:19 509.31 9.98 6.93 48.48 100.29 0.0856 0.0673
2022-06-08 15:24:20 509.25 9.97 6.92 48.52 100.30 0.0855 0.0673
2022-06-08 15:24:21 505.94 9.91 6.83 48.60 100.29 0.0852 0.0670
2022-06-08 15:24:22 506.17 9.96 6.91 48.66 100.29 0.0851 0.0674
2022-06-08 15:24:23 506.69 10.02 6.98 48.72 100.29 0.0853 0.0674
2022-06-08 15:24:24 507.05 10.01 6.97 48.75 100.28 0.0853 0.0676
2022-06-08 15:24:25 507.79 9.97 6.92 48.79 100.28 0.0854 0.0672
2022-06-08 15:24:26 508.85 9.97 6.92 48.84 100.30 0.0855 0.0673
2022-06-08 15:24:27 509.35 9.98 6.93 48.87 100.30 0.0856 0.0674
2022-06-08 15:24:28 510.57 9.98 6.93 48.92 100.29 0.0857 0.0673
2022-06-08 15:24:29 511.22 9.97 6.91 48.98 100.28 0.0858 0.0672
2022-06-08 15:24:30 511.19 9.98 6.92 49.06 100.29 0.0858 0.0673
2022-06-08 15:24:31 511.30 9.96 6.89 49.08 100.29 0.0858 0.0673
2022-06-08 15:24:32 511.43 9.97 6.91 49.12 100.28 0.0857 0.0672
2022-06-08 15:24:33 509.67 9.95 6.88 49.15 100.30 0.0855 0.0671
2022-06-08 15:24:34 508.96 9.95 6.89 49.22 100.29 0.0854 0.0672
2022-06-08 15:24:35 508.50 9.94 6.87 49.28 100.29 0.0854 0.0670
2022-06-08 15:24:36 509.01 9.95 6.89 49.31 100.30 0.0855 0.0671
2022-06-08 15:24:37 507.90 9.93 6.85 49.39 100.29 0.0853 0.0670
2022-06-08 15:24:38 508.22 9.92 6.84 49.45 100.30 0.0854 0.0670
2022-06-08 15:24:39 508.75 9.92 6.84 49.46 100.30 0.0855 0.0670
2022-06-08 15:24:40 508.90 9.91 6.83 49.51 100.29 0.0853 0.0669
2022-06-08 15:24:41 509.70 9.92 6.85 49.56 100.28 0.0855 0.0669
2022-06-08 15:24:42 510.20 9.91 6.82 49.61 100.29 0.0855 0.0668
2022-06-08 15:24:43 510.70 9.91 6.83 49.66 100.30 0.0857 0.0669
2022-06-08 15:24:44 512.09 9.92 6.84 49.72 100.29 0.0857 0.0669
2022-06-08 15:24:45 512.93 9.91 6.83 49.76 100.32 0.0860 0.0669
2022-06-08 15:24:46 514.52 9.90 6.82 49.81 100.30 0.0860 0.0668
2022-06-08 15:24:47 515.43 9.89 6.79 49.85 100.30 0.0862 0.0667
2022-06-08 15:24:48 516.79 9.87 6.77 49.89 100.28 0.0863 0.0666
2022-06-08 15:24:49 517.20 9.88 6.78 49.95 100.32 0.0865 0.0666
2022-06-08 15:24:50 518.35 9.87 6.77 50.01 100.29 0.0865 0.0667
2022-06-08 15:24:51 518.42 9.89 6.81 50.06 100.32 0.0866 0.0668
2022-06-08 15:24:52 517.34 9.90 6.81 50.11 100.31 0.0863 0.0668
2022-06-08 15:24:53 517.80 9.87 6.77 50.15 100.31 0.0864 0.0666
2022-06-08 15:24:54 516.76 9.88 6.78 50.19 100.30 0.0863 0.0666
2022-06-08 15:24:55 515.76 9.87 6.77 50.24 100.31 0.0861 0.0666
2022-06-08 15:24:56 514.22 9.87 6.77 50.29 100.30 0.0859 0.0666
2022-06-08 15:24:57 513.10 9.87 6.76 50.34 100.31 0.0857 0.0665
2022-06-08 15:24:58 511.68 9.85 6.75 50.41 100.33 0.0856 0.0665
2022-06-08 15:24:59 511.15 9.86 6.76 50.45 100.31 0.0855 0.0666
2022-06-08 15:25:00 508.77 9.85 6.75 50.50 100.31 0.0851 0.0664
2022-06-08 15:25:01 508.60 9.85 6.74 50.52 100.30 0.0851 0.0665
2022-06-08 15:25:02 507.08 9.83 6.72 50.56 100.32 0.0849 0.0663
2022-06-08 15:25:03 507.08 9.83 6.72 50.56 100.32 0.0849 0.0663
2022-06-08 15:25:04 506.75 9.83 6.71 50.59 100.32 0.0849 0.0664
2022-06-08 15:25:05 505.94 9.83 6.71 50.61 100.30 0.0847 0.0662
2022-06-08 15:25:06 504.76 9.82 6.69 50.66 100.34 0.0846 0.0663
2022-06-08 15:25:07 504.39 9.84 6.73 50.73 100.31 0.0846 0.0664
2022-06-08 15:25:08 503.17 9.80 6.67 50.74 100.32 0.0844 0.0662
2022-06-08 15:25:09 503.01 9.83 6.72 50.75 100.31 0.0843 0.0664
2022-06-08 15:25:10 502.17 9.82 6.71 50.78 100.32 0.0843 0.0664
2022-06-08 15:25:11 502.97 9.84 6.72 50.79 100.32 0.0843 0.0663
2022-06-08 15:25:12 501.43 9.81 6.68 50.83 100.33 0.0841 0.0662
2022-06-08 15:25:13 500.93 9.79 6.66 50.88 100.35 0.0842 0.0662
2022-06-08 15:25:14 500.48 9.78 6.64 50.91 100.33 0.0839 0.0660
2022-06-08 15:25:15 499.45 9.80 6.67 50.92 100.32 0.0839 0.0662
2022-06-08 15:25:16 499.23 9.76 6.62 50.96 100.32 0.0838 0.0659
2022-06-08 15:25:17 499.02 9.77 6.62 50.97 100.32 0.0839 0.0661
2022-06-08 15:25:18 498.09 9.77 6.62 51.01 100.30 0.0836 0.0660
2022-06-08 15:25:19 497.05 9.78 6.64 51.05 100.34 0.0836 0.0660
2022-06-08 15:25:20 496.48 9.74 6.58 51.06 100.33 0.0834 0.0658
2022-06-08 15:25:21 495.65 9.75 6.60 51.10 100.33 0.0834 0.0659
2022-06-08 15:25:22 494.37 9.73 6.57 51.12 100.33 0.0831 0.0657
2022-06-08 15:25:23 493.84 9.70 6.52 51.14 100.32 0.0831 0.0657
2022-06-08 15:25:24 492.52 9.74 6.58 51.15 100.31 0.0829 0.0659
2022-06-08 15:25:25 492.03 9.74 6.58 51.18 100.32 0.0829 0.0658
2022-06-08 15:25:26 491.44 9.69 6.51 51.19 100.33 0.0828 0.0655
2022-06-08 15:25:27 491.08 9.68 6.50 51.23 100.34 0.0827 0.0655
2022-06-08 15:25:28 491.09 9.73 6.57 51.25 100.32 0.0827 0.0659
2022-06-08 15:25:30 490.36 9.76 6.61 51.29 100.34 0.0826 0.0659
2022-06-08 15:25:30 492.18 9.75 6.59 51.31 100.32 0.0829 0.0658
2022-06-08 15:25:32 493.30 9.74 6.57 51.31 100.31 0.0831 0.0658
2022-06-08 15:25:33 495.10 9.72 6.55 51.33 100.33 0.0833 0.0656
2022-06-08 15:25:34 497.29 9.71 6.54 51.36 100.32 0.0836 0.0657
2022-06-08 15:25:34 499.66 9.69 6.50 51.39 100.32 0.0839 0.0655
2022-06-08 15:25:36 502.63 9.69 6.51 51.40 100.33 0.0843 0.0656
2022-06-08 15:25:36 504.58 9.68 6.48 51.45 100.32 0.0845 0.0655
2022-06-08 15:25:37 508.55 9.68 6.49 51.46 100.33 0.0851 0.0655
2022-06-08 15:25:39 509.60 9.66 6.46 51.48 100.31 0.0852 0.0653
2022-06-08 15:25:40 515.70 9.56 6.32 51.49 100.33 0.0861 0.0648
2022-06-08 15:25:41 523.35 9.47 6.17 51.49 100.33 0.0871 0.0644
2022-06-08 15:25:42 526.56 9.44 6.12 51.48 100.34 0.0874 0.0643
2022-06-08 15:25:43 526.31 9.50 6.22 51.49 100.34 0.0873 0.0648
2022-06-08 15:25:44 523.14 9.60 6.37 51.52 100.33 0.0867 0.0652
2022-06-08 15:25:45 521.02 9.69 6.51 51.50 100.33 0.0865 0.0656
2022-06-08 15:25:46 518.99 9.77 6.62 51.49 100.31 0.0863 0.0660
2022-06-08 15:25:47 517.30 9.82 6.70 51.50 100.32 0.0860 0.0663
2022-06-08 15:25:48 516.62 9.86 6.76 51.52 100.33 0.0861 0.0664
2022-06-08 15:25:49 517.33 9.92 6.85 51.49 100.33 0.0861 0.0667
2022-06-08 15:25:50 517.84 9.93 6.87 51.52 100.34 0.0862 0.0668
2022-06-08 15:25:51 519.25 9.97 6.92 51.53 100.33 0.0864 0.0669
2022-06-08 15:25:52 520.52 9.97 6.92 51.53 100.33 0.0866 0.0669
2022-06-08 15:25:53 522.97 9.99 6.95 51.52 100.33 0.0869 0.0670
2022-06-08 15:25:54 523.09 10.02 7.00 51.52 100.33 0.0869 0.0672
2022-06-08 15:25:55 524.02 10.03 7.00 51.52 100.31 0.0869 0.0671
2022-06-08 15:25:56 523.74 10.02 6.99 51.49 100.33 0.0870 0.0672
2022-06-08 15:25:57 521.67 10.02 6.99 51.50 100.33 0.0865 0.0671
2022-06-08 15:25:58 521.67 10.02 6.99 51.50 100.33 0.0865 0.0671
2022-06-08 15:25:59 519.37 10.04 7.03 51.50 100.35 0.0864 0.0673
2022-06-08 15:26:00 516.38 10.02 6.99 51.52 100.35 0.0858 0.0671
2022-06-08 15:26:01 512.50 10.06 7.05 51.52 100.33 0.0854 0.0674
2022-06-08 15:26:02 507.58 10.05 7.04 51.50 100.33 0.0847 0.0673
2022-06-08 15:26:03 503.27 10.03 7.01 51.49 100.33 0.0841 0.0672
2022-06-08 15:26:04 499.24 10.03 7.01 51.49 100.32 0.0836 0.0672
2022-06-08 15:26:05 496.12 10.02 7.00 51.52 100.33 0.0833 0.0671
2022-06-08 15:26:06 493.92 10.02 7.00 51.50 100.34 0.0830 0.0673
2022-06-08 15:26:07 493.51 10.03 7.01 51.50 100.36 0.0831 0.0672
2022-06-08 15:26:08 494.66 10.01 6.99 51.49 100.36 0.0832 0.0671
2022-06-08 15:26:09 496.26 10.00 6.96 51.49 100.32 0.0835 0.0670
2022-06-08 15:26:10 501.82 9.98 6.94 51.46 100.33 0.0843 0.0670
2022-06-08 15:26:11 507.01 9.97 6.93 51.46 100.32 0.0849 0.0670
2022-06-08 15:26:12 511.50 9.99 6.95 51.46 100.36 0.0856 0.0670
2022-06-08 15:26:13 516.28 9.98 6.95 51.46 100.37 0.0862 0.0671
2022-06-08 15:26:14 521.67 9.93 6.87 51.46 100.36 0.0868 0.0667
2022-06-08 15:26:15 525.01 9.95 6.90 51.48 100.33 0.0872 0.0669
2022-06-08 15:26:16 528.18 9.97 6.91 51.46 100.31 0.0876 0.0669
2022-06-08 15:26:17 528.38 9.95 6.90 51.44 100.33 0.0876 0.0668
2022-06-08 15:26:18 528.41 9.94 6.87 51.44 100.35 0.0875 0.0667
2022-06-08 15:26:19 527.24 9.92 6.85 51.44 100.33 0.0874 0.0668
2022-06-08 15:26:20 526.43 9.92 6.86 51.44 100.37 0.0873 0.0667
2022-06-08 15:26:21 525.38 9.90 6.82 51.45 100.33 0.0871 0.0666
2022-06-08 15:26:22 523.37 9.91 6.84 51.45 100.36 0.0869 0.0667
2022-06-08 15:26:23 521.64 9.88 6.79 51.44 100.35 0.0866 0.0664
2022-06-08 15:26:24 521.23 9.88 6.79 51.42 100.35 0.0866 0.0665
2022-06-08 15:26:25 520.40 9.86 6.77 51.41 100.35 0.0866 0.0664
2022-06-08 15:26:26 520.94 9.87 6.77 51.41 100.32 0.0866 0.0664
2022-06-08 15:26:27 520.22 9.86 6.77 51.41 100.35 0.0865 0.0664
2022-06-08 15:26:28 519.52 9.85 6.75 51.41 100.35 0.0864 0.0663
2022-06-08 15:26:29 519.57 9.83 6.72 51.41 100.36 0.0864 0.0663
2022-06-08 15:26:30 518.05 9.82 6.71 51.41 100.35 0.0862 0.0662
2022-06-08 15:26:31 516.89 9.82 6.70 51.41 100.32 0.0860 0.0662
2022-06-08 15:26:32 514.49 9.80 6.67 51.38 100.33 0.0857 0.0660
2022-06-08 15:26:33 512.33 9.80 6.67 51.38 100.33 0.0855 0.0661
2022-06-08 15:26:34 509.67 9.78 6.65 51.38 100.36 0.0851 0.0660
2022-06-08 15:26:35 506.79 9.78 6.65 51.38 100.35 0.0846 0.0660
2022-06-08 15:26:36 503.50 9.78 6.65 51.38 100.35 0.0843 0.0660
2022-06-08 15:26:37 500.57 9.74 6.59 51.38 100.35 0.0839 0.0658
2022-06-08 15:26:38 498.47 9.74 6.58 51.38 100.33 0.0836 0.0658
2022-06-08 15:26:39 495.21 9.74 6.58 51.38 100.35 0.0832 0.0658
2022-06-08 15:26:40 490.42 9.73 6.56 51.37 100.32 0.0825 0.0658
2022-06-08 15:26:41 487.77 9.71 6.54 51.36 100.36 0.0822 0.0657
2022-06-08 15:26:42 486.93 9.69 6.52 51.38 100.37 0.0821 0.0655
