"2023-02-08 at 15:19"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2023-02-08 15:19:47 459.09 0.99 -22.56 51.38 101.93 0.0839 0.0099
2023-02-08 15:19:48 459.45 0.98 -22.65 51.38 101.92 0.0844 0.0099
2023-02-08 15:19:49 465.81 0.92 -23.33 51.38 101.91 0.0852 0.0094
2023-02-08 15:19:50 462.77 0.99 -22.53 51.38 101.95 0.0848 0.0100
2023-02-08 15:19:51 466.08 1.00 -22.37 51.38 101.91 0.0854 0.0101
2023-02-08 15:19:52 466.74 0.99 -22.57 51.36 101.91 0.0852 0.0100
2023-02-08 15:19:53 470.88 1.00 -22.39 51.36 101.91 0.0855 0.0102
2023-02-08 15:19:54 468.09 0.97 -22.81 51.36 101.92 0.0855 0.0097
2023-02-08 15:19:55 471.95 0.94 -23.14 51.36 101.93 0.0859 0.0096
2023-02-08 15:19:56 474.38 0.97 -22.79 51.36 101.93 0.0862 0.0098
2023-02-08 15:19:57 473.89 0.94 -23.16 51.36 101.93 0.0864 0.0094
2023-02-08 15:19:58 472.73 0.98 -22.60 51.36 101.92 0.0864 0.0099
2023-02-08 15:19:59 481.00 0.91 -23.42 51.34 101.91 0.0869 0.0091
2023-02-08 15:20:00 477.29 0.88 -23.88 51.33 101.90 0.0863 0.0090
2023-02-08 15:20:01 478.65 0.98 -22.64 51.33 101.91 0.0871 0.0100
2023-02-08 15:20:02 479.87 0.92 -23.41 51.34 101.92 0.0872 0.0095
2023-02-08 15:20:03 483.62 0.89 -23.77 51.36 101.93 0.0877 0.0085
2023-02-08 15:20:04 487.69 0.97 -22.77 51.38 101.93 0.0882 0.0103
2023-02-08 15:20:05 478.21 0.96 -22.92 51.37 101.91 0.0854 0.0095
2023-02-08 15:20:06 476.31 0.85 -24.22 51.33 101.91 0.0873 0.0087
2023-02-08 15:20:07 474.56 0.95 -23.05 51.33 101.93 0.0860 0.0096
2023-02-08 15:20:08 481.84 0.95 -22.94 51.33 101.92 0.0871 0.0098
2023-02-08 15:20:09 475.18 0.90 -23.57 51.33 101.93 0.0868 0.0092
2023-02-08 15:20:10 477.77 0.93 -23.24 51.33 101.95 0.0865 0.0098
2023-02-08 15:20:11 474.72 0.95 -23.01 51.36 101.92 0.0859 0.0091
2023-02-08 15:20:12 476.74 1.00 -22.43 51.36 101.93 0.0869 0.0103
2023-02-08 15:20:13 470.83 0.85 -24.28 51.33 101.92 0.0853 0.0087
2023-02-08 15:20:14 459.28 0.88 -23.91 51.33 101.92 0.0846 0.0089
2023-02-08 15:20:15 468.23 0.93 -23.21 51.33 101.92 0.0852 0.0099
2023-02-08 15:20:16 468.23 0.93 -23.21 51.33 101.92 0.0852 0.0099
2023-02-08 15:20:17 467.43 0.95 -22.95 51.33 101.93 0.0853 0.0093
2023-02-08 15:20:18 465.33 0.83 -24.48 51.36 101.95 0.0853 0.0085
2023-02-08 15:20:19 462.95 1.03 -22.05 51.36 101.93 0.0845 0.0104
2023-02-08 15:20:20 467.56 0.88 -23.89 51.36 101.93 0.0851 0.0091
2023-02-08 15:20:21 464.95 0.87 -23.95 51.36 101.92 0.0854 0.0085
2023-02-08 15:20:22 471.67 0.89 -23.74 51.33 101.91 0.0855 0.0093
2023-02-08 15:20:23 462.70 0.88 -23.79 51.36 101.91 0.0842 0.0090
2023-02-08 15:20:24 459.54 0.86 -24.09 51.36 101.93 0.0850 0.0089
2023-02-08 15:20:25 469.12 0.87 -23.94 51.33 101.96 0.0855 0.0087
2023-02-08 15:20:26 462.98 0.88 -23.80 51.36 101.95 0.0847 0.0094
2023-02-08 15:20:27 456.30 0.97 -22.74 51.36 101.92 0.0841 0.0094
2023-02-08 15:20:28 456.64 1.06 -21.76 51.36 101.91 0.0832 0.0112
2023-02-08 15:20:29 467.33 0.93 -23.20 51.34 101.91 0.0855 0.0092
2023-02-08 15:20:30 464.92 0.85 -24.25 51.33 101.93 0.0849 0.0084
2023-02-08 15:20:31 464.52 0.86 -24.15 51.32 101.93 0.0852 0.0088
2023-02-08 15:20:32 463.69 0.81 -24.79 51.34 101.93 0.0847 0.0082
2023-02-08 15:20:33 464.71 0.90 -23.65 51.36 101.95 0.0854 0.0094
2023-02-08 15:20:34 471.34 0.89 -23.77 51.36 101.92 0.0854 0.0089
2023-02-08 15:20:35 467.02 0.86 -24.06 51.36 101.95 0.0853 0.0088
2023-02-08 15:20:36 466.25 0.87 -24.03 51.33 101.91 0.0851 0.0088
2023-02-08 15:20:37 467.25 0.85 -24.21 51.34 101.93 0.0853 0.0089
2023-02-08 15:20:38 466.99 0.88 -23.80 51.34 101.93 0.0853 0.0091
2023-02-08 15:20:39 465.16 0.89 -23.74 51.36 101.92 0.0848 0.0092
2023-02-08 15:20:40 465.96 0.87 -23.92 51.36 101.96 0.0854 0.0087
2023-02-08 15:20:41 464.21 0.88 -23.89 51.36 101.93 0.0848 0.0087
2023-02-08 15:20:42 463.91 0.84 -24.34 51.36 101.92 0.0848 0.0087
2023-02-08 15:20:43 466.24 0.85 -24.22 51.36 101.91 0.0852 0.0087
2023-02-08 15:20:44 464.30 0.87 -23.94 51.34 101.91 0.0847 0.0089
2023-02-08 15:20:45 465.40 0.84 -24.41 51.33 101.90 0.0853 0.0085
2023-02-08 15:20:46 463.44 0.90 -23.56 51.33 101.92 0.0847 0.0092
2023-02-08 15:20:47 462.08 0.81 -24.79 51.36 101.92 0.0845 0.0079
2023-02-08 15:20:48 461.88 0.83 -24.51 51.36 101.95 0.0846 0.0080
2023-02-08 15:20:49 462.69 0.94 -23.08 51.36 101.92 0.0847 0.0115
2023-02-08 15:20:50 464.32 0.94 -23.10 51.36 101.92 0.0849 0.0086
2023-02-08 15:20:51 462.97 0.81 -24.73 51.34 101.91 0.0847 0.0083
2023-02-08 15:20:52 464.90 0.79 -25.00 51.34 101.92 0.0851 0.0075
2023-02-08 15:20:53 465.18 0.90 -23.58 51.36 101.91 0.0848 0.0100
2023-02-08 15:20:54 463.89 0.87 -23.94 51.36 101.93 0.0849 0.0087
2023-02-08 15:20:55 464.76 0.86 -24.16 51.36 101.93 0.0849 0.0089
2023-02-08 15:20:56 464.65 0.86 -24.10 51.37 101.92 0.0849 0.0091
2023-02-08 15:20:57 465.94 0.88 -23.90 51.36 101.93 0.0854 0.0086
2023-02-08 15:20:58 465.74 0.88 -23.86 51.36 101.91 0.0849 0.0089
2023-02-08 15:20:59 465.74 0.88 -23.86 51.36 101.91 0.0849 0.0089
2023-02-08 15:21:00 466.63 0.86 -24.17 51.33 101.93 0.0854 0.0088
2023-02-08 15:21:01 470.32 0.88 -23.89 51.36 101.92 0.0857 0.0093
2023-02-08 15:21:02 471.30 0.83 -24.47 51.36 101.93 0.0860 0.0086
2023-02-08 15:21:03 473.06 0.88 -23.82 51.36 101.93 0.0860 0.0085
2023-02-08 15:21:04 471.71 0.87 -23.94 51.37 101.95 0.0859 0.0090
2023-02-08 15:21:05 473.66 0.87 -23.95 51.36 101.92 0.0861 0.0089
2023-02-08 15:21:06 472.29 0.86 -24.11 51.36 101.89 0.0859 0.0088
2023-02-08 15:21:07 472.47 0.80 -24.95 51.33 101.92 0.0860 0.0081
2023-02-08 15:21:08 475.07 0.88 -23.79 51.33 101.93 0.0863 0.0094
2023-02-08 15:21:09 472.40 0.86 -24.15 51.36 101.92 0.0859 0.0084
2023-02-08 15:21:10 473.18 0.85 -24.18 51.36 101.95 0.0861 0.0088
2023-02-08 15:21:11 471.90 0.87 -24.00 51.36 101.93 0.0858 0.0090
2023-02-08 15:21:12 467.94 0.93 -23.21 51.38 101.93 0.0853 0.0095
2023-02-08 15:21:13 467.51 0.86 -24.06 51.37 101.91 0.0854 0.0088
2023-02-08 15:21:14 465.18 0.90 -23.63 51.33 101.92 0.0849 0.0095
2023-02-08 15:21:15 463.33 0.79 -25.05 51.33 101.91 0.0846 0.0072
2023-02-08 15:21:16 462.72 0.83 -24.50 51.34 101.92 0.0848 0.0091
2023-02-08 15:21:17 461.03 0.88 -23.88 51.36 101.95 0.0844 0.0090
2023-02-08 15:21:18 458.29 0.89 -23.77 51.36 101.93 0.0841 0.0092
2023-02-08 15:21:19 459.25 0.90 -23.66 51.37 101.93 0.0842 0.0090
2023-02-08 15:21:20 456.30 0.84 -24.34 51.34 101.94 0.0838 0.0086
2023-02-08 15:21:21 455.41 0.86 -24.13 51.33 101.91 0.0835 0.0086
2023-02-08 15:21:22 454.68 0.89 -23.75 51.33 101.93 0.0837 0.0096
2023-02-08 15:21:23 455.05 0.86 -24.16 51.33 101.91 0.0837 0.0083
2023-02-08 15:21:24 453.86 0.78 -25.14 51.33 101.92 0.0835 0.0077
2023-02-08 15:21:25 452.96 0.89 -23.69 51.37 101.93 0.0835 0.0099
2023-02-08 15:21:26 452.98 0.89 -23.67 51.38 101.92 0.0831 0.0088
2023-02-08 15:21:27 451.76 0.83 -24.51 51.36 101.91 0.0832 0.0084
2023-02-08 15:21:28 451.11 0.89 -23.67 51.34 101.90 0.0832 0.0094
2023-02-08 15:21:29 452.51 0.89 -23.71 51.33 101.93 0.0834 0.0088
2023-02-08 15:21:30 451.84 0.84 -24.43 51.33 101.93 0.0831 0.0088
2023-02-08 15:21:31 451.07 0.88 -23.82 51.33 101.93 0.0832 0.0087
2023-02-08 15:21:32 451.04 0.82 -24.63 51.34 101.93 0.0830 0.0086
2023-02-08 15:21:33 448.62 0.88 -23.81 51.38 101.92 0.0828 0.0090
2023-02-08 15:21:34 450.21 0.85 -24.19 51.37 101.93 0.0831 0.0087
2023-02-08 15:21:35 450.71 0.85 -24.20 51.34 101.91 0.0831 0.0087
2023-02-08 15:21:36 449.50 0.84 -24.44 51.33 101.93 0.0829 0.0087
2023-02-08 15:21:37 450.34 0.86 -24.10 51.33 101.92 0.0830 0.0086
2023-02-08 15:21:38 449.82 0.88 -23.90 51.33 101.93 0.0829 0.0090
2023-02-08 15:21:39 449.58 0.86 -24.13 51.36 101.93 0.0829 0.0087
2023-02-08 15:21:40 449.13 0.87 -24.02 51.36 101.95 0.0829 0.0089
2023-02-08 15:21:41 449.40 0.86 -24.07 51.37 101.91 0.0829 0.0087
2023-02-08 15:21:42 449.20 0.85 -24.29 51.34 101.92 0.0829 0.0087
2023-02-08 15:21:43 449.20 0.85 -24.29 51.34 101.92 0.0829 0.0087
2023-02-08 15:21:44 449.12 0.86 -24.10 51.33 101.91 0.0828 0.0088
2023-02-08 15:21:45 448.63 0.87 -24.04 51.33 101.91 0.0828 0.0089
2023-02-08 15:21:46 448.28 0.86 -24.08 51.36 101.92 0.0827 0.0088
2023-02-08 15:21:47 448.35 0.85 -24.22 51.36 101.95 0.0828 0.0087
2023-02-08 15:21:48 449.28 0.87 -23.99 51.37 101.95 0.0829 0.0089
2023-02-08 15:21:49 449.23 0.87 -24.00 51.38 101.95 0.0829 0.0089
2023-02-08 15:21:50 449.08 0.86 -24.13 51.37 101.91 0.0828 0.0088
2023-02-08 15:21:51 449.34 0.86 -24.12 51.36 101.90 0.0829 0.0088
2023-02-08 15:21:52 447.95 0.86 -24.07 51.33 101.91 0.0826 0.0088
2023-02-08 15:21:53 447.17 0.88 -23.89 51.33 101.91 0.0826 0.0090
2023-02-08 15:21:54 447.02 0.84 -24.37 51.34 101.92 0.0825 0.0085
2023-02-08 15:21:55 446.94 0.86 -24.10 51.36 101.91 0.0826 0.0089
2023-02-08 15:21:56 446.70 0.87 -23.96 51.37 101.92 0.0825 0.0090
2023-02-08 15:21:57 445.99 0.86 -24.12 51.37 101.92 0.0823 0.0087
2023-02-08 15:21:58 445.21 0.86 -24.13 51.34 101.91 0.0823 0.0089
2023-02-08 15:21:59 444.65 0.88 -23.87 51.33 101.92 0.0823 0.0089
2023-02-08 15:22:00 443.89 0.85 -24.19 51.33 101.93 0.0821 0.0088
2023-02-08 15:22:01 443.55 0.88 -23.90 51.36 101.93 0.0821 0.0089
2023-02-08 15:22:02 442.27 0.88 -23.83 51.36 101.95 0.0819 0.0090
2023-02-08 15:22:03 443.06 0.85 -24.23 51.36 101.92 0.0820 0.0087
2023-02-08 15:22:04 442.88 0.85 -24.20 51.38 101.92 0.0820 0.0087
2023-02-08 15:22:05 442.98 0.87 -24.03 51.34 101.92 0.0820 0.0088
2023-02-08 15:22:06 443.37 0.86 -24.08 51.34 101.92 0.0821 0.0089
2023-02-08 15:22:07 442.30 0.86 -24.09 51.33 101.93 0.0819 0.0088
2023-02-08 15:22:08 443.30 0.87 -24.05 51.33 101.92 0.0821 0.0088
2023-02-08 15:22:09 442.99 0.87 -24.02 51.34 101.95 0.0821 0.0088
2023-02-08 15:22:10 443.40 0.87 -24.04 51.36 101.91 0.0821 0.0089
2023-02-08 15:22:11 443.55 0.86 -24.12 51.38 101.92 0.0822 0.0087
2023-02-08 15:22:12 446.15 0.85 -24.24 51.37 101.92 0.0825 0.0087
2023-02-08 15:22:13 447.08 0.86 -24.14 51.33 101.91 0.0826 0.0087
2023-02-08 15:22:14 448.30 0.87 -24.01 51.33 101.90 0.0828 0.0089
2023-02-08 15:22:15 450.05 0.86 -24.10 51.33 101.93 0.0830 0.0088
2023-02-08 15:22:16 452.14 0.86 -24.09 51.36 101.91 0.0834 0.0088
2023-02-08 15:22:17 455.07 0.86 -24.07 51.36 101.92 0.0838 0.0088
2023-02-08 15:22:18 457.18 0.85 -24.28 51.38 101.92 0.0839 0.0086
2023-02-08 15:22:19 459.52 0.88 -23.90 51.38 101.92 0.0844 0.0091
2023-02-08 15:22:20 460.95 0.88 -23.89 51.36 101.91 0.0845 0.0089
2023-02-08 15:22:21 464.79 0.83 -24.51 51.33 101.91 0.0851 0.0085
2023-02-08 15:22:22 466.33 0.86 -24.13 51.33 101.90 0.0851 0.0087
2023-02-08 15:22:23 468.77 0.88 -23.88 51.36 101.94 0.0857 0.0090
2023-02-08 15:22:24 472.30 0.89 -23.77 51.36 101.93 0.0859 0.0092
2023-02-08 15:22:25 471.34 0.84 -24.43 51.36 101.93 0.0859 0.0083
2023-02-08 15:22:26 471.34 0.84 -24.43 51.36 101.93 0.0859 0.0083
2023-02-08 15:22:27 471.31 0.80 -24.93 51.37 101.93 0.0857 0.0082
2023-02-08 15:22:28 472.58 0.84 -24.34 51.34 101.92 0.0861 0.0088
2023-02-08 15:22:29 471.30 0.86 -24.11 51.33 101.92 0.0857 0.0089
2023-02-08 15:22:30 469.68 0.95 -23.00 51.33 101.92 0.0857 0.0095
2023-02-08 15:22:31 469.04 0.89 -23.72 51.34 101.95 0.0855 0.0095
2023-02-08 15:22:32 469.38 0.89 -23.73 51.36 101.92 0.0857 0.0087
2023-02-08 15:22:33 468.18 0.83 -24.46 51.37 101.92 0.0853 0.0085
2023-02-08 15:22:34 469.75 0.88 -23.85 51.38 101.92 0.0856 0.0091
2023-02-08 15:22:35 468.75 0.88 -23.88 51.36 101.90 0.0856 0.0089
2023-02-08 15:22:36 472.78 0.85 -24.18 51.33 101.92 0.0861 0.0088
2023-02-08 15:22:37 471.74 0.87 -23.97 51.33 101.94 0.0860 0.0088
2023-02-08 15:22:38 473.88 0.86 -24.11 51.33 101.93 0.0862 0.0088
2023-02-08 15:22:39 474.29 0.86 -24.15 51.33 101.93 0.0862 0.0088
2023-02-08 15:22:40 475.46 0.85 -24.24 51.36 101.93 0.0864 0.0085
2023-02-08 15:22:41 474.62 0.86 -24.14 51.37 101.92 0.0863 0.0087
2023-02-08 15:22:42 475.94 0.89 -23.71 51.36 101.91 0.0863 0.0093
2023-02-08 15:22:43 474.11 0.85 -24.25 51.33 101.92 0.0862 0.0085
2023-02-08 15:22:44 475.47 0.89 -23.78 51.33 101.91 0.0865 0.0092
2023-02-08 15:22:45 473.08 0.86 -24.14 51.33 101.93 0.0859 0.0087
2023-02-08 15:22:46 469.77 0.89 -23.75 51.34 101.93 0.0856 0.0090
2023-02-08 15:22:47 470.10 0.82 -24.57 51.36 101.96 0.0857 0.0085
2023-02-08 15:22:48 469.31 0.87 -23.93 51.37 101.94 0.0855 0.0089
2023-02-08 15:22:49 468.01 0.85 -24.21 51.38 101.95 0.0855 0.0087
2023-02-08 15:22:50 468.10 0.86 -24.16 51.34 101.92 0.0852 0.0088
2023-02-08 15:22:51 465.24 0.88 -23.82 51.33 101.91 0.0851 0.0091
2023-02-08 15:22:52 465.38 0.87 -24.03 51.34 101.91 0.0849 0.0087
2023-02-08 15:22:53 463.09 0.83 -24.57 51.33 101.92 0.0848 0.0085
2023-02-08 15:22:54 461.23 0.85 -24.18 51.36 101.93 0.0844 0.0087
2023-02-08 15:22:55 461.26 0.85 -24.29 51.36 101.93 0.0845 0.0087
2023-02-08 15:22:56 457.58 0.87 -24.03 51.38 101.93 0.0838 0.0090
2023-02-08 15:22:57 455.97 0.88 -23.88 51.33 101.91 0.0839 0.0088
2023-02-08 15:22:58 453.29 0.90 -23.56 51.36 101.91 0.0833 0.0090
2023-02-08 15:22:59 451.88 0.88 -23.81 51.33 101.92 0.0832 0.0094
2023-02-08 15:23:00 450.24 0.91 -23.43 51.33 101.92 0.0829 0.0092
2023-02-08 15:23:01 448.44 0.81 -24.79 51.34 101.91 0.0827 0.0082
2023-02-08 15:23:02 446.29 0.87 -23.95 51.36 101.92 0.0824 0.0090
2023-02-08 15:23:03 446.54 0.88 -23.88 51.38 101.95 0.0826 0.0089
2023-02-08 15:23:04 445.38 0.88 -23.87 51.36 101.93 0.0823 0.0091
2023-02-08 15:23:05 444.87 0.85 -24.24 51.33 101.94 0.0823 0.0084
2023-02-08 15:23:06 443.94 0.89 -23.70 51.33 101.93 0.0821 0.0092
2023-02-08 15:23:07 442.56 0.82 -24.58 51.33 101.93 0.0820 0.0085
2023-02-08 15:23:08 442.84 0.84 -24.39 51.36 101.95 0.0821 0.0087
2023-02-08 15:23:09 443.09 0.86 -24.08 51.36 101.92 0.0820 0.0087
2023-02-08 15:23:10 443.09 0.86 -24.08 51.36 101.92 0.0820 0.0087
2023-02-08 15:23:11 442.47 0.86 -24.15 51.37 101.94 0.0820 0.0086
2023-02-08 15:23:12 443.07 0.84 -24.32 51.36 101.95 0.0820 0.0088
2023-02-08 15:23:13 444.42 0.87 -24.01 51.33 101.91 0.0823 0.0089
2023-02-08 15:23:14 446.01 0.83 -24.46 51.33 101.93 0.0825 0.0082
2023-02-08 15:23:15 442.64 0.87 -23.95 51.34 101.93 0.0819 0.0092
2023-02-08 15:23:16 444.70 0.85 -24.21 51.33 101.93 0.0823 0.0087
2023-02-08 15:23:17 442.79 0.91 -23.44 51.36 101.93 0.0820 0.0096
2023-02-08 15:23:18 444.33 0.78 -25.23 51.37 101.92 0.0822 0.0076
2023-02-08 15:23:19 444.31 0.89 -23.79 51.38 101.92 0.0822 0.0091
2023-02-08 15:23:20 445.19 0.89 -23.78 51.33 101.92 0.0824 0.0095
2023-02-08 15:23:21 446.21 0.87 -23.95 51.33 101.91 0.0825 0.0087
2023-02-08 15:23:22 444.98 0.86 -24.08 51.33 101.91 0.0822 0.0087
2023-02-08 15:23:23 446.53 0.85 -24.21 51.33 101.92 0.0826 0.0091
2023-02-08 15:23:24 447.23 0.88 -23.88 51.34 101.92 0.0827 0.0086
2023-02-08 15:23:25 447.73 0.96 -22.83 51.36 101.92 0.0827 0.0097
2023-02-08 15:23:26 447.14 0.86 -24.17 51.38 101.93 0.0824 0.0089
2023-02-08 15:23:27 446.22 0.92 -23.40 51.33 101.90 0.0826 0.0092
2023-02-08 15:23:28 446.54 0.85 -24.19 51.33 101.91 0.0825 0.0087
2023-02-08 15:23:29 446.78 0.89 -23.78 51.33 101.92 0.0826 0.0090
2023-02-08 15:23:30 449.46 0.87 -23.98 51.33 101.92 0.0829 0.0088
2023-02-08 15:23:31 447.56 0.83 -24.47 51.34 101.93 0.0826 0.0087
2023-02-08 15:23:32 447.64 0.87 -24.02 51.34 101.92 0.0826 0.0089
2023-02-08 15:23:33 446.43 0.87 -23.96 51.37 101.92 0.0826 0.0088
2023-02-08 15:23:34 446.79 0.86 -24.14 51.36 101.95 0.0826 0.0091
2023-02-08 15:23:35 447.77 0.85 -24.28 51.33 101.90 0.0825 0.0084
2023-02-08 15:23:36 444.29 0.84 -24.36 51.33 101.93 0.0822 0.0087
2023-02-08 15:23:37 444.13 0.86 -24.09 51.33 101.93 0.0819 0.0090
2023-02-08 15:23:38 442.58 0.85 -24.25 51.36 101.94 0.0823 0.0085
2023-02-08 15:23:39 443.97 0.94 -23.10 51.36 101.93 0.0821 0.0102
2023-02-08 15:23:40 442.42 0.89 -23.79 51.38 101.93 0.0819 0.0082
2023-02-08 15:23:41 437.43 0.84 -24.36 51.37 101.94 0.0812 0.0087
2023-02-08 15:23:42 440.27 0.86 -24.10 51.33 101.91 0.0818 0.0089
2023-02-08 15:23:43 440.18 0.88 -23.85 51.33 101.93 0.0815 0.0088
2023-02-08 15:23:44 437.96 0.87 -24.02 51.33 101.93 0.0814 0.0088
2023-02-08 15:23:45 439.37 0.89 -23.73 51.33 101.93 0.0817 0.0093
2023-02-08 15:23:46 436.72 0.82 -24.60 51.34 101.94 0.0811 0.0083
2023-02-08 15:23:47 440.87 0.90 -23.54 51.38 101.94 0.0819 0.0094
2023-02-08 15:23:48 438.68 0.88 -23.86 51.38 101.94 0.0811 0.0088
2023-02-08 15:23:49 437.75 0.82 -24.63 51.33 101.91 0.0815 0.0084
2023-02-08 15:23:50 438.54 0.79 -25.04 51.33 101.93 0.0814 0.0082
2023-02-08 15:23:51 437.56 0.85 -24.21 51.33 101.91 0.0813 0.0088
2023-02-08 15:23:52 438.20 0.88 -23.89 51.33 101.93 0.0815 0.0088
2023-02-08 15:23:53 438.20 0.88 -23.89 51.33 101.93 0.0815 0.0088
2023-02-08 15:23:54 438.92 0.83 -24.48 51.33 101.92 0.0815 0.0085
2023-02-08 15:23:55 437.79 0.85 -24.28 51.36 101.95 0.0812 0.0088
2023-02-08 15:23:56 437.30 0.84 -24.43 51.38 101.92 0.0812 0.0086
2023-02-08 15:23:57 437.06 0.89 -23.76 51.36 101.94 0.0813 0.0090
2023-02-08 15:23:58 437.66 0.84 -24.36 51.33 101.91 0.0812 0.0086
2023-02-08 15:23:59 434.29 0.91 -23.45 51.34 101.91 0.0807 0.0090
2023-02-08 15:24:00 435.33 0.87 -24.04 51.34 101.92 0.0811 0.0092
2023-02-08 15:24:01 437.21 0.86 -24.17 51.34 101.95 0.0813 0.0085
2023-02-08 15:24:02 437.93 0.82 -24.60 51.36 101.93 0.0814 0.0084
2023-02-08 15:24:03 438.05 0.80 -24.95 51.37 101.93 0.0814 0.0084
2023-02-08 15:24:04 437.69 0.87 -24.01 51.36 101.93 0.0814 0.0087
2023-02-08 15:24:05 439.61 0.86 -24.05 51.33 101.91 0.0816 0.0086
2023-02-08 15:24:06 440.68 0.89 -23.71 51.34 101.93 0.0816 0.0096
2023-02-08 15:24:07 436.43 0.92 -23.36 51.33 101.93 0.0811 0.0091
2023-02-08 15:24:08 438.78 0.84 -24.44 51.34 101.92 0.0814 0.0087
2023-02-08 15:24:09 436.65 0.86 -24.13 51.36 101.91 0.0813 0.0085
2023-02-08 15:24:10 437.60 0.83 -24.56 51.37 101.95 0.0811 0.0088
2023-02-08 15:24:11 437.16 0.84 -24.39 51.37 101.91 0.0813 0.0085
2023-02-08 15:24:12 438.71 0.78 -25.17 51.33 101.90 0.0816 0.0080
2023-02-08 15:24:13 437.61 0.84 -24.42 51.33 101.93 0.0811 0.0085
2023-02-08 15:24:14 436.32 0.86 -24.08 51.33 101.93 0.0811 0.0091
2023-02-08 15:24:15 435.11 0.85 -24.28 51.36 101.92 0.0809 0.0085
2023-02-08 15:24:16 436.41 0.82 -24.64 51.33 101.91 0.0812 0.0084
2023-02-08 15:24:17 436.94 0.86 -24.09 51.36 101.93 0.0812 0.0087
2023-02-08 15:24:18 434.72 0.78 -25.24 51.37 101.92 0.0808 0.0079
2023-02-08 15:24:19 436.14 0.78 -25.24 51.34 101.92 0.0811 0.0081
2023-02-08 15:24:20 435.54 0.78 -25.19 51.33 101.92 0.0811 0.0079
2023-02-08 15:24:21 436.07 0.80 -24.89 51.33 101.91 0.0811 0.0082
2023-02-08 15:24:22 435.21 0.90 -23.61 51.34 101.93 0.0809 0.0099
2023-02-08 15:24:23 435.21 0.86 -24.11 51.36 101.95 0.0810 0.0082
2023-02-08 15:24:24 436.88 0.79 -25.05 51.36 101.92 0.0813 0.0081
2023-02-08 15:24:25 434.40 0.92 -23.36 51.37 101.92 0.0807 0.0097
2023-02-08 15:24:26 435.51 0.91 -23.50 51.36 101.93 0.0810 0.0094
