"2023-02-08 at 09:06"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2023-02-08 09:07:23 464.63 4.18 -5.01 51.36 101.26 0.0849 0.0347
2023-02-08 09:07:24 465.04 4.17 -5.03 51.37 101.26 0.0850 0.0347
2023-02-08 09:07:25 465.04 4.17 -5.03 51.37 101.26 0.0850 0.0347
2023-02-08 09:07:26 465.12 4.18 -5.00 51.37 101.27 0.0850 0.0347
2023-02-08 09:07:27 465.40 4.17 -5.03 51.34 101.24 0.0850 0.0347
2023-02-08 09:07:28 465.17 4.18 -5.02 51.33 101.25 0.0849 0.0347
2023-02-08 09:07:29 465.55 4.18 -5.02 51.33 101.24 0.0850 0.0347
2023-02-08 09:07:30 465.23 4.18 -5.00 51.34 101.26 0.0850 0.0348
2023-02-08 09:07:31 464.45 4.19 -4.99 51.36 101.25 0.0849 0.0348
2023-02-08 09:07:32 465.52 4.19 -4.98 51.36 101.25 0.0850 0.0348
2023-02-08 09:07:33 465.59 4.19 -4.99 51.36 101.26 0.0850 0.0348
2023-02-08 09:07:34 465.68 4.18 -5.01 51.37 101.28 0.0851 0.0347
2023-02-08 09:07:35 465.29 4.18 -5.01 51.34 101.26 0.0850 0.0347
2023-02-08 09:07:36 465.78 4.19 -4.97 51.34 101.25 0.0850 0.0348
2023-02-08 09:07:37 465.52 4.17 -5.03 51.36 101.25 0.0850 0.0347
2023-02-08 09:07:38 465.82 4.19 -4.99 51.36 101.26 0.0851 0.0348
2023-02-08 09:07:39 465.34 4.19 -4.98 51.36 101.26 0.0850 0.0348
2023-02-08 09:07:40 465.74 4.20 -4.93 51.36 101.26 0.0851 0.0349
2023-02-08 09:07:41 466.07 4.20 -4.96 51.37 101.25 0.0851 0.0348
2023-02-08 09:07:42 465.54 4.20 -4.96 51.36 101.25 0.0850 0.0348
2023-02-08 09:07:43 465.59 4.20 -4.96 51.33 101.24 0.0850 0.0349
2023-02-08 09:07:44 465.24 4.20 -4.94 51.33 101.26 0.0850 0.0349
2023-02-08 09:07:45 465.52 4.20 -4.95 51.34 101.26 0.0850 0.0349
2023-02-08 09:07:46 465.16 4.21 -4.91 51.36 101.26 0.0850 0.0349
2023-02-08 09:07:47 466.19 4.20 -4.94 51.36 101.25 0.0851 0.0349
2023-02-08 09:07:48 466.67 4.20 -4.96 51.37 101.26 0.0852 0.0348
2023-02-08 09:07:49 466.60 4.20 -4.95 51.34 101.24 0.0851 0.0348
2023-02-08 09:07:50 466.77 4.20 -4.94 51.33 101.25 0.0853 0.0349
2023-02-08 09:07:51 465.99 4.21 -4.92 51.33 101.27 0.0851 0.0349
2023-02-08 09:07:52 466.76 4.20 -4.95 51.34 101.27 0.0852 0.0348
2023-02-08 09:07:53 466.51 4.20 -4.95 51.36 101.27 0.0851 0.0348
2023-02-08 09:07:54 466.16 4.21 -4.91 51.36 101.26 0.0852 0.0350
2023-02-08 09:07:55 466.93 4.22 -4.89 51.38 101.26 0.0852 0.0350
2023-02-08 09:07:56 467.63 4.21 -4.92 51.36 101.26 0.0854 0.0349
2023-02-08 09:07:57 467.51 4.21 -4.92 51.36 101.25 0.0852 0.0349
2023-02-08 09:07:58 466.53 4.21 -4.92 51.33 101.26 0.0852 0.0350
2023-02-08 09:07:59 466.83 4.21 -4.92 51.33 101.26 0.0853 0.0349
2023-02-08 09:08:00 467.20 4.21 -4.91 51.36 101.27 0.0853 0.0349
2023-02-08 09:08:01 466.79 4.21 -4.90 51.36 101.27 0.0852 0.0350
2023-02-08 09:08:02 466.96 4.22 -4.89 51.37 101.26 0.0852 0.0350
2023-02-08 09:08:03 467.06 4.22 -4.89 51.34 101.25 0.0852 0.0349
2023-02-08 09:08:04 466.72 4.22 -4.90 51.34 101.24 0.0852 0.0350
2023-02-08 09:08:05 467.74 4.22 -4.89 51.34 101.25 0.0853 0.0350
2023-02-08 09:08:06 467.18 4.22 -4.88 51.33 101.25 0.0853 0.0350
2023-02-08 09:08:07 467.12 4.22 -4.88 51.34 101.26 0.0853 0.0351
2023-02-08 09:08:08 467.12 4.22 -4.88 51.34 101.26 0.0853 0.0351
2023-02-08 09:08:09 466.84 4.22 -4.87 51.36 101.27 0.0852 0.0350
2023-02-08 09:08:10 467.12 4.22 -4.87 51.38 101.26 0.0852 0.0350
2023-02-08 09:08:11 466.55 4.22 -4.88 51.36 101.26 0.0852 0.0350
2023-02-08 09:08:12 467.17 4.23 -4.87 51.34 101.24 0.0852 0.0350
2023-02-08 09:08:13 467.02 4.22 -4.88 51.34 101.25 0.0852 0.0350
2023-02-08 09:08:14 466.95 4.22 -4.88 51.36 101.25 0.0853 0.0350
2023-02-08 09:08:15 467.00 4.21 -4.90 51.33 101.27 0.0852 0.0350
2023-02-08 09:08:16 467.25 4.22 -4.86 51.36 101.28 0.0853 0.0350
2023-02-08 09:08:17 467.13 4.22 -4.87 51.36 101.27 0.0852 0.0350
2023-02-08 09:08:18 466.80 4.22 -4.89 51.38 101.26 0.0852 0.0350
2023-02-08 09:08:19 466.93 4.22 -4.87 51.36 101.26 0.0853 0.0350
2023-02-08 09:08:20 467.44 4.22 -4.88 51.34 101.25 0.0853 0.0350
2023-02-08 09:08:21 467.15 4.22 -4.89 51.33 101.27 0.0853 0.0350
2023-02-08 09:08:22 467.22 4.22 -4.88 51.34 101.26 0.0853 0.0350
2023-02-08 09:08:23 467.39 4.23 -4.85 51.36 101.25 0.0853 0.0351
2023-02-08 09:08:24 467.49 4.23 -4.86 51.36 101.26 0.0852 0.0350
2023-02-08 09:08:25 467.68 4.22 -4.88 51.37 101.26 0.0854 0.0350
2023-02-08 09:08:26 467.77 4.23 -4.87 51.36 101.26 0.0853 0.0350
2023-02-08 09:08:27 467.86 4.23 -4.87 51.33 101.24 0.0853 0.0350
2023-02-08 09:08:28 467.71 4.23 -4.86 51.34 101.27 0.0853 0.0351
2023-02-08 09:08:29 467.79 4.23 -4.86 51.34 101.26 0.0853 0.0350
2023-02-08 09:08:30 467.53 4.22 -4.88 51.33 101.26 0.0853 0.0350
2023-02-08 09:08:31 468.14 4.23 -4.86 51.36 101.25 0.0853 0.0351
2023-02-08 09:08:32 467.52 4.23 -4.86 51.38 101.27 0.0853 0.0350
2023-02-08 09:08:33 467.91 4.23 -4.86 51.37 101.25 0.0853 0.0350
2023-02-08 09:08:34 467.97 4.22 -4.89 51.34 101.22 0.0853 0.0350
2023-02-08 09:08:35 468.17 4.22 -4.89 51.33 101.25 0.0854 0.0350
2023-02-08 09:08:36 467.86 4.22 -4.89 51.33 101.25 0.0853 0.0350
2023-02-08 09:08:37 467.71 4.24 -4.83 51.36 101.26 0.0853 0.0351
2023-02-08 09:08:38 467.87 4.23 -4.86 51.36 101.25 0.0853 0.0351
2023-02-08 09:08:39 467.57 4.23 -4.85 51.37 101.26 0.0853 0.0351
2023-02-08 09:08:40 467.65 4.23 -4.86 51.36 101.26 0.0853 0.0350
2023-02-08 09:08:41 468.06 4.23 -4.85 51.33 101.24 0.0853 0.0350
2023-02-08 09:08:42 467.83 4.23 -4.85 51.36 101.25 0.0853 0.0351
2023-02-08 09:08:43 468.31 4.23 -4.85 51.33 101.25 0.0854 0.0351
2023-02-08 09:08:44 468.09 4.23 -4.84 51.36 101.26 0.0853 0.0351
2023-02-08 09:08:45 467.03 4.24 -4.83 51.36 101.27 0.0853 0.0351
2023-02-08 09:08:46 467.36 4.24 -4.83 51.36 101.25 0.0853 0.0351
2023-02-08 09:08:47 467.30 4.23 -4.84 51.38 101.26 0.0853 0.0351
2023-02-08 09:08:48 467.18 4.23 -4.85 51.37 101.26 0.0853 0.0351
2023-02-08 09:08:49 467.98 4.23 -4.85 51.33 101.25 0.0853 0.0350
2023-02-08 09:08:50 467.17 4.23 -4.84 51.33 101.26 0.0853 0.0351
2023-02-08 09:08:51 467.64 4.23 -4.84 51.33 101.27 0.0853 0.0351
2023-02-08 09:08:52 467.64 4.23 -4.84 51.33 101.27 0.0853 0.0351
2023-02-08 09:08:53 467.42 4.24 -4.82 51.36 101.26 0.0853 0.0351
2023-02-08 09:08:54 467.31 4.23 -4.86 51.36 101.26 0.0852 0.0350
2023-02-08 09:08:55 467.78 4.23 -4.85 51.37 101.26 0.0853 0.0351
2023-02-08 09:08:56 467.25 4.23 -4.84 51.36 101.25 0.0852 0.0350
2023-02-08 09:08:57 467.27 4.23 -4.86 51.34 101.24 0.0853 0.0351
2023-02-08 09:08:58 467.30 4.23 -4.85 51.34 101.27 0.0853 0.0350
2023-02-08 09:08:59 467.03 4.23 -4.84 51.33 101.27 0.0853 0.0351
2023-02-08 09:09:00 467.17 4.23 -4.84 51.36 101.27 0.0853 0.0351
2023-02-08 09:09:01 466.93 4.23 -4.84 51.36 101.27 0.0852 0.0351
2023-02-08 09:09:02 467.04 4.23 -4.86 51.37 101.25 0.0852 0.0351
2023-02-08 09:09:03 467.63 4.24 -4.82 51.36 101.26 0.0854 0.0351
2023-02-08 09:09:04 466.61 4.23 -4.84 51.33 101.25 0.0851 0.0351
2023-02-08 09:09:05 466.94 4.24 -4.83 51.34 101.26 0.0853 0.0351
2023-02-08 09:09:06 467.82 4.24 -4.83 51.33 101.25 0.0853 0.0351
2023-02-08 09:09:07 466.75 4.24 -4.83 51.34 101.26 0.0852 0.0351
2023-02-08 09:09:08 466.95 4.23 -4.84 51.36 101.27 0.0852 0.0351
2023-02-08 09:09:09 466.53 4.23 -4.85 51.36 101.26 0.0851 0.0351
2023-02-08 09:09:10 466.80 4.24 -4.83 51.36 101.25 0.0852 0.0351
2023-02-08 09:09:11 466.93 4.24 -4.82 51.37 101.26 0.0852 0.0352
2023-02-08 09:09:12 467.24 4.24 -4.82 51.36 101.25 0.0853 0.0351
2023-02-08 09:09:13 466.90 4.24 -4.81 51.36 101.25 0.0851 0.0351
2023-02-08 09:09:14 466.18 4.23 -4.85 51.33 101.26 0.0851 0.0351
2023-02-08 09:09:15 465.96 4.24 -4.81 51.36 101.27 0.0851 0.0352
2023-02-08 09:09:16 466.46 4.23 -4.84 51.36 101.27 0.0852 0.0351
2023-02-08 09:09:17 466.28 4.24 -4.82 51.37 101.26 0.0851 0.0351
2023-02-08 09:09:18 466.00 4.24 -4.81 51.36 101.25 0.0851 0.0352
2023-02-08 09:09:19 466.52 4.24 -4.81 51.33 101.24 0.0851 0.0351
2023-02-08 09:09:20 466.24 4.24 -4.82 51.36 101.24 0.0851 0.0351
2023-02-08 09:09:21 465.71 4.24 -4.83 51.36 101.26 0.0850 0.0351
2023-02-08 09:09:22 465.40 4.24 -4.82 51.36 101.26 0.0850 0.0351
2023-02-08 09:09:23 466.42 4.24 -4.81 51.36 101.27 0.0852 0.0352
2023-02-08 09:09:24 466.33 4.24 -4.81 51.37 101.26 0.0851 0.0351
2023-02-08 09:09:25 465.84 4.24 -4.82 51.37 101.26 0.0851 0.0352
2023-02-08 09:09:26 465.73 4.24 -4.83 51.36 101.24 0.0850 0.0351
2023-02-08 09:09:27 465.94 4.24 -4.84 51.36 101.25 0.0851 0.0351
2023-02-08 09:09:28 466.31 4.24 -4.81 51.36 101.27 0.0851 0.0352
2023-02-08 09:09:29 465.85 4.24 -4.83 51.36 101.25 0.0851 0.0351
2023-02-08 09:09:30 465.18 4.24 -4.82 51.36 101.25 0.0849 0.0351
2023-02-08 09:09:31 465.06 4.25 -4.79 51.37 101.28 0.0850 0.0352
2023-02-08 09:09:32 466.18 4.24 -4.81 51.37 101.25 0.0851 0.0351
2023-02-08 09:09:33 466.16 4.24 -4.83 51.33 101.26 0.0851 0.0351
2023-02-08 09:09:34 465.58 4.25 -4.79 51.33 101.24 0.0850 0.0352
2023-02-08 09:09:35 465.58 4.25 -4.79 51.33 101.24 0.0850 0.0352
2023-02-08 09:09:36 465.72 4.24 -4.82 51.33 101.25 0.0850 0.0351
2023-02-08 09:09:37 465.55 4.24 -4.81 51.36 101.25 0.0851 0.0352
2023-02-08 09:09:38 465.33 4.24 -4.81 51.36 101.26 0.0850 0.0351
2023-02-08 09:09:39 464.94 4.24 -4.82 51.36 101.25 0.0849 0.0351
2023-02-08 09:09:40 465.76 4.24 -4.81 51.37 101.26 0.0851 0.0352
2023-02-08 09:09:41 465.17 4.25 -4.79 51.37 101.25 0.0850 0.0352
2023-02-08 09:09:42 465.94 4.25 -4.79 51.33 101.24 0.0851 0.0353
2023-02-08 09:09:43 465.10 4.25 -4.79 51.33 101.25 0.0850 0.0352
2023-02-08 09:09:44 465.88 4.25 -4.79 51.34 101.26 0.0851 0.0352
2023-02-08 09:09:45 465.21 4.24 -4.81 51.36 101.25 0.0849 0.0351
2023-02-08 09:09:46 465.42 4.25 -4.78 51.36 101.25 0.0850 0.0352
2023-02-08 09:09:47 465.65 4.25 -4.79 51.37 101.25 0.0850 0.0352
2023-02-08 09:09:48 465.73 4.25 -4.80 51.38 101.26 0.0850 0.0352
2023-02-08 09:09:49 466.09 4.25 -4.78 51.34 101.24 0.0851 0.0352
2023-02-08 09:09:50 465.58 4.25 -4.78 51.34 101.24 0.0850 0.0352
2023-02-08 09:09:51 465.22 4.24 -4.81 51.33 101.26 0.0850 0.0351
2023-02-08 09:09:52 465.93 4.24 -4.81 51.36 101.27 0.0851 0.0352
2023-02-08 09:09:53 465.78 4.24 -4.81 51.36 101.27 0.0850 0.0352
2023-02-08 09:09:54 465.52 4.25 -4.78 51.37 101.26 0.0851 0.0352
2023-02-08 09:09:55 465.90 4.24 -4.81 51.37 101.26 0.0851 0.0351
2023-02-08 09:09:56 466.14 4.25 -4.80 51.33 101.25 0.0851 0.0352
2023-02-08 09:09:57 465.55 4.24 -4.82 51.34 101.25 0.0850 0.0351
2023-02-08 09:09:58 465.86 4.24 -4.82 51.33 101.27 0.0851 0.0352
2023-02-08 09:09:59 465.67 4.24 -4.82 51.36 101.28 0.0851 0.0351
2023-02-08 09:10:00 465.56 4.24 -4.82 51.36 101.27 0.0850 0.0352
2023-02-08 09:10:01 465.58 4.24 -4.83 51.38 101.26 0.0850 0.0351
2023-02-08 09:10:02 464.92 4.23 -4.84 51.37 101.26 0.0850 0.0351
2023-02-08 09:10:03 466.00 4.23 -4.84 51.34 101.25 0.0851 0.0351
2023-02-08 09:10:04 466.45 4.23 -4.85 51.33 101.25 0.0851 0.0351
2023-02-08 09:10:05 465.35 4.23 -4.84 51.36 101.25 0.0850 0.0351
2023-02-08 09:10:06 465.49 4.24 -4.81 51.33 101.27 0.0851 0.0352
2023-02-08 09:10:07 465.02 4.23 -4.84 51.36 101.27 0.0849 0.0351
2023-02-08 09:10:08 466.05 4.23 -4.85 51.36 101.27 0.0852 0.0351
2023-02-08 09:10:09 465.71 4.22 -4.87 51.38 101.26 0.0850 0.0350
2023-02-08 09:10:10 466.07 4.23 -4.87 51.36 101.24 0.0851 0.0351
2023-02-08 09:10:11 465.66 4.22 -4.87 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:12 465.32 4.23 -4.86 51.34 101.25 0.0850 0.0351
2023-02-08 09:10:13 465.61 4.22 -4.87 51.34 101.26 0.0851 0.0350
2023-02-08 09:10:14 465.54 4.21 -4.91 51.36 101.27 0.0850 0.0350
2023-02-08 09:10:15 465.71 4.22 -4.88 51.36 101.27 0.0851 0.0350
2023-02-08 09:10:16 465.12 4.23 -4.86 51.37 101.26 0.0850 0.0351
2023-02-08 09:10:17 465.44 4.23 -4.86 51.37 101.26 0.0850 0.0350
2023-02-08 09:10:18 465.54 4.22 -4.89 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:19 465.54 4.22 -4.89 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:20 465.49 4.23 -4.87 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:21 465.44 4.21 -4.91 51.36 101.26 0.0850 0.0349
2023-02-08 09:10:22 465.55 4.22 -4.88 51.33 101.25 0.0851 0.0350
2023-02-08 09:10:23 465.22 4.22 -4.87 51.36 101.27 0.0850 0.0350
2023-02-08 09:10:24 464.73 4.22 -4.87 51.37 101.26 0.0849 0.0350
2023-02-08 09:10:25 465.19 4.22 -4.87 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:26 465.49 4.21 -4.91 51.36 101.25 0.0850 0.0349
2023-02-08 09:10:27 465.37 4.23 -4.86 51.36 101.25 0.0850 0.0351
2023-02-08 09:10:28 465.67 4.22 -4.87 51.36 101.27 0.0851 0.0350
2023-02-08 09:10:29 465.27 4.21 -4.91 51.36 101.26 0.0850 0.0350
2023-02-08 09:10:30 465.26 4.22 -4.88 51.36 101.26 0.0850 0.0350
2023-02-08 09:10:31 464.90 4.22 -4.89 51.37 101.27 0.0850 0.0350
2023-02-08 09:10:32 464.91 4.22 -4.89 51.37 101.26 0.0849 0.0350
2023-02-08 09:10:33 465.88 4.22 -4.88 51.34 101.24 0.0851 0.0350
2023-02-08 09:10:34 465.55 4.21 -4.91 51.34 101.25 0.0850 0.0350
2023-02-08 09:10:35 465.36 4.22 -4.88 51.34 101.27 0.0850 0.0350
2023-02-08 09:10:36 464.73 4.22 -4.89 51.36 101.26 0.0849 0.0350
2023-02-08 09:10:37 465.29 4.22 -4.89 51.36 101.25 0.0850 0.0350
2023-02-08 09:10:38 465.06 4.21 -4.92 51.36 101.25 0.0849 0.0349
2023-02-08 09:10:39 465.23 4.21 -4.90 51.37 101.26 0.0850 0.0350
2023-02-08 09:10:40 465.16 4.21 -4.93 51.34 101.27 0.0850 0.0349
2023-02-08 09:10:41 465.47 4.22 -4.90 51.33 101.25 0.0850 0.0350
2023-02-08 09:10:42 465.05 4.21 -4.90 51.33 101.25 0.0850 0.0350
2023-02-08 09:10:43 465.39 4.22 -4.88 51.34 101.25 0.0850 0.0350
2023-02-08 09:10:44 465.33 4.22 -4.90 51.33 101.26 0.0850 0.0350
2023-02-08 09:10:45 465.44 4.20 -4.94 51.36 101.25 0.0850 0.0349
2023-02-08 09:10:46 464.92 4.20 -4.94 51.38 101.26 0.0849 0.0349
2023-02-08 09:10:47 465.16 4.20 -4.93 51.36 101.25 0.0849 0.0349
2023-02-08 09:10:48 465.58 4.20 -4.94 51.34 101.24 0.0850 0.0349
2023-02-08 09:10:49 465.32 4.21 -4.92 51.33 101.25 0.0850 0.0349
2023-02-08 09:10:50 464.91 4.20 -4.94 51.33 101.25 0.0849 0.0349
2023-02-08 09:10:51 464.81 4.21 -4.92 51.34 101.26 0.0849 0.0349
2023-02-08 09:10:52 465.15 4.20 -4.93 51.36 101.26 0.0850 0.0349
2023-02-08 09:10:53 465.49 4.20 -4.95 51.37 101.25 0.0850 0.0349
2023-02-08 09:10:54 464.76 4.21 -4.93 51.38 101.26 0.0848 0.0349
2023-02-08 09:10:55 464.87 4.21 -4.93 51.34 101.22 0.0849 0.0349
2023-02-08 09:10:56 465.21 4.20 -4.94 51.33 101.24 0.0850 0.0349
2023-02-08 09:10:57 464.50 4.20 -4.93 51.33 101.27 0.0848 0.0349
2023-02-08 09:10:58 465.36 4.20 -4.93 51.34 101.27 0.0851 0.0349
2023-02-08 09:10:59 465.62 4.20 -4.94 51.36 101.27 0.0850 0.0349
2023-02-08 09:11:00 465.27 4.20 -4.95 51.36 101.26 0.0850 0.0349
2023-02-08 09:11:01 465.18 4.21 -4.91 51.38 101.25 0.0850 0.0349
2023-02-08 09:11:02 465.18 4.21 -4.91 51.38 101.25 0.0850 0.0349
2023-02-08 09:11:03 465.61 4.20 -4.94 51.34 101.26 0.0850 0.0349
2023-02-08 09:11:04 465.07 4.21 -4.92 51.34 101.24 0.0849 0.0350
2023-02-08 09:11:05 465.14 4.20 -4.93 51.33 101.27 0.0850 0.0349
2023-02-08 09:11:06 464.79 4.20 -4.93 51.33 101.26 0.0849 0.0349
2023-02-08 09:11:07 464.65 4.20 -4.93 51.36 101.27 0.0849 0.0349
2023-02-08 09:11:08 465.21 4.20 -4.95 51.37 101.27 0.0850 0.0349
2023-02-08 09:11:09 465.47 4.20 -4.95 51.38 101.26 0.0850 0.0349
2023-02-08 09:11:10 465.75 4.21 -4.92 51.34 101.25 0.0851 0.0349
2023-02-08 09:11:11 465.60 4.21 -4.93 51.33 101.24 0.0850 0.0349
2023-02-08 09:11:12 465.43 4.21 -4.91 51.33 101.26 0.0850 0.0349
2023-02-08 09:11:13 465.60 4.19 -4.97 51.34 101.25 0.0850 0.0348
2023-02-08 09:11:14 464.75 4.20 -4.95 51.34 101.27 0.0849 0.0349
2023-02-08 09:11:15 464.94 4.21 -4.92 51.36 101.27 0.0850 0.0349
2023-02-08 09:11:16 465.03 4.20 -4.94 51.37 101.26 0.0849 0.0349
2023-02-08 09:11:17 465.35 4.20 -4.94 51.36 101.26 0.0850 0.0349
2023-02-08 09:11:18 465.23 4.21 -4.93 51.37 101.22 0.0849 0.0349
2023-02-08 09:11:19 465.40 4.20 -4.94 51.36 101.25 0.0850 0.0349
2023-02-08 09:11:20 465.69 4.21 -4.93 51.36 101.25 0.0851 0.0349
2023-02-08 09:11:21 464.85 4.20 -4.95 51.33 101.27 0.0849 0.0348
2023-02-08 09:11:22 465.14 4.20 -4.95 51.36 101.27 0.0850 0.0349
2023-02-08 09:11:23 465.81 4.20 -4.93 51.36 101.27 0.0851 0.0349
2023-02-08 09:11:24 465.05 4.21 -4.91 51.38 101.25 0.0849 0.0350
2023-02-08 09:11:25 465.33 4.21 -4.91 51.36 101.26 0.0850 0.0350
2023-02-08 09:11:26 465.14 4.20 -4.94 51.36 101.25 0.0850 0.0348
2023-02-08 09:11:27 465.45 4.20 -4.95 51.34 101.25 0.0850 0.0349
2023-02-08 09:11:28 464.87 4.21 -4.93 51.34 101.26 0.0849 0.0349
2023-02-08 09:11:29 465.00 4.20 -4.95 51.36 101.27 0.0850 0.0349
2023-02-08 09:11:30 465.61 4.20 -4.94 51.37 101.27 0.0850 0.0349
2023-02-08 09:11:31 465.39 4.20 -4.96 51.38 101.26 0.0850 0.0348
2023-02-08 09:11:32 465.20 4.20 -4.94 51.36 101.25 0.0850 0.0349
2023-02-08 09:11:33 465.64 4.19 -4.98 51.36 101.25 0.0851 0.0348
2023-02-08 09:11:34 465.82 4.19 -4.96 51.36 101.27 0.0850 0.0349
2023-02-08 09:11:35 465.51 4.20 -4.94 51.36 101.27 0.0850 0.0348
2023-02-08 09:11:36 464.75 4.19 -4.97 51.36 101.26 0.0849 0.0348
2023-02-08 09:11:37 465.46 4.19 -4.96 51.36 101.25 0.0850 0.0348
2023-02-08 09:11:38 465.02 4.19 -4.97 51.38 101.26 0.0849 0.0348
2023-02-08 09:11:39 465.40 4.19 -4.96 51.37 101.26 0.0850 0.0348
2023-02-08 09:11:40 464.97 4.19 -4.96 51.33 101.24 0.0849 0.0348
2023-02-08 09:11:41 465.18 4.20 -4.96 51.33 101.26 0.0850 0.0349
2023-02-08 09:11:42 465.49 4.20 -4.96 51.33 101.25 0.0850 0.0348
2023-02-08 09:11:43 464.87 4.19 -4.96 51.36 101.26 0.0849 0.0348
2023-02-08 09:11:44 465.32 4.19 -4.97 51.36 101.25 0.0850 0.0348
2023-02-08 09:11:45 464.95 4.19 -4.97 51.36 101.26 0.0849 0.0348
2023-02-08 09:11:46 464.95 4.19 -4.97 51.36 101.26 0.0849 0.0348
2023-02-08 09:11:47 465.66 4.19 -4.96 51.37 101.26 0.0851 0.0348
2023-02-08 09:11:48 465.72 4.20 -4.96 51.36 101.26 0.0850 0.0349
2023-02-08 09:11:49 465.15 4.20 -4.94 51.33 101.25 0.0849 0.0349
2023-02-08 09:11:50 465.40 4.20 -4.94 51.34 101.25 0.0851 0.0349
2023-02-08 09:11:51 465.54 4.21 -4.92 51.34 101.25 0.0849 0.0349
2023-02-08 09:11:52 464.73 4.20 -4.95 51.36 101.26 0.0849 0.0348
2023-02-08 09:11:53 465.54 4.19 -4.97 51.37 101.25 0.0850 0.0348
2023-02-08 09:11:54 465.58 4.19 -4.98 51.38 101.26 0.0850 0.0348
2023-02-08 09:11:55 465.52 4.19 -4.97 51.37 101.25 0.0850 0.0348
2023-02-08 09:11:56 466.02 4.19 -4.97 51.36 101.25 0.0851 0.0348
2023-02-08 09:11:57 465.20 4.19 -4.96 51.33 101.25 0.0850 0.0348
2023-02-08 09:11:58 465.86 4.19 -4.98 51.34 101.27 0.0851 0.0348
2023-02-08 09:11:59 465.77 4.19 -4.98 51.36 101.25 0.0850 0.0348
2023-02-08 09:12:00 465.46 4.18 -5.00 51.36 101.26 0.0850 0.0348
2023-02-08 09:12:01 465.54 4.19 -4.98 51.38 101.26 0.0850 0.0348
2023-02-08 09:12:02 466.01 4.19 -4.97 51.36 101.25 0.0851 0.0348
2023-02-08 09:12:03 466.02 4.19 -4.97 51.33 101.24 0.0850 0.0348
2023-02-08 09:12:04 465.37 4.18 -5.01 51.34 101.26 0.0850 0.0347
2023-02-08 09:12:05 465.18 4.19 -4.97 51.33 101.27 0.0850 0.0348
2023-02-08 09:12:06 464.85 4.19 -4.97 51.34 101.27 0.0849 0.0348
2023-02-08 09:12:07 465.12 4.19 -4.97 51.34 101.27 0.0850 0.0348
2023-02-08 09:12:08 465.80 4.20 -4.95 51.37 101.25 0.0850 0.0348
